gene,Fish_kME
isogroup1576,0.794563558780268
isogroup15762,0.0496495153661809
isogroup15768,0
isogroup15769,0.784683220665568
isogroup1577,0.474816781676865
isogroup15774,0
isogroup15780,0
isogroup15783,0
isogroup15784,0.459913482177697
isogroup1579,0
isogroup15795,0
isogroup158,0
isogroup1580,0
isogroup15800,0
isogroup15804,0
isogroup15807,0
isogroup1581,0
isogroup15811,0
isogroup15812,0
isogroup1582,0
isogroup15822,0
isogroup15826,0
isogroup15833,0
isogroup15835,0
isogroup15836,0
isogroup15844,0
isogroup1585,0
isogroup15852,0
isogroup15854,0
isogroup15855,0
isogroup15856,0.576692418879923
isogroup1586,0
isogroup15864,0
isogroup15870,0
isogroup15872,0
isogroup15874,0
isogroup15875,0
isogroup15879,0
isogroup15883,0
isogroup15886,0
isogroup15888,0
isogroup1589,0
isogroup15892,0
isogroup15895,0
isogroup15896,0.544059862722637
isogroup15898,0
isogroup159,0.80908436358194
isogroup1590,0
isogroup15901,0
isogroup15904,0
isogroup15907,0
isogroup15908,0
isogroup15909,0.710187207034776
isogroup1591,0
isogroup15910,0
isogroup15913,0
isogroup15916,0
isogroup15918,0
isogroup1592,0.610784331738094
isogroup15921,0
isogroup15927,0
isogroup15933,0
isogroup15934,0
isogroup1594,0.574286164097317
isogroup15942,0
isogroup15943,0
isogroup15944,0
isogroup15945,0
isogroup15949,0.608184746284851
isogroup1595,0
isogroup15950,0
isogroup15958,0
isogroup1596,0.782306171395926
isogroup15964,0
isogroup15971,0.609432155103419
isogroup15973,0
isogroup15974,0
isogroup15975,0
isogroup15979,0
isogroup1598,0.726900634063774
isogroup15980,0
isogroup15982,0
isogroup15987,0
isogroup1599,0
isogroup15991,0
isogroup15996,0
isogroup16,0
isogroup160,0
isogroup1600,0.734365911009251
isogroup16002,0
isogroup16007,0
isogroup16014,0
isogroup16015,0
isogroup16016,0.556647107938565
isogroup16017,0.622570283049396
isogroup16019,0
isogroup1602,0
isogroup16024,0.770821879954581
isogroup16025,0
isogroup16031,0
isogroup16034,0.661485738875501
isogroup1604,0
isogroup16041,0
isogroup16047,0
isogroup1605,0
isogroup16050,0
isogroup16051,0
isogroup16052,0
isogroup16054,0
isogroup16056,0.420088973029942
isogroup16059,0
isogroup1606,0
isogroup16068,0
isogroup16069,0
isogroup1607,0
isogroup16078,0
isogroup1608,0
isogroup16086,0
isogroup1609,0
isogroup16090,0
isogroup16091,0.674112092486298
isogroup16093,0
isogroup16099,0
isogroup161,0
isogroup1610,0
isogroup16101,0.599898222220386
isogroup16103,0
isogroup16106,0
isogroup16107,0
isogroup16111,0
isogroup16115,0
isogroup16116,0
isogroup16119,0
isogroup1612,0
isogroup16120,0
isogroup16122,0
isogroup16123,0
isogroup16124,0
isogroup16128,0
isogroup1613,0
isogroup16130,0
isogroup16131,0
isogroup16132,0.336627579091155
isogroup16134,0.166284819038807
isogroup1614,0
isogroup16141,0
isogroup16142,0
isogroup16143,0
isogroup1615,0.632643058322764
isogroup1616,0
isogroup1617,0.809590034293035
isogroup16170,0
isogroup16172,0
isogroup16174,0.363235294551164
isogroup16178,0
isogroup16179,0
isogroup1618,0.660330182057999
isogroup16181,0
isogroup16191,0
isogroup16193,0
isogroup162,0.579629561753793
isogroup1620,0
isogroup16200,0
isogroup16206,0
isogroup16207,0
isogroup1621,0
isogroup16219,0
isogroup1622,0
isogroup16227,0
isogroup16230,0
isogroup16233,0
isogroup16238,0
isogroup16239,0
isogroup16252,0
isogroup1626,0
isogroup16262,0.504901289603959
isogroup1627,0.734957254805602
isogroup16271,0
isogroup16273,0
isogroup1628,0.749040065085118
isogroup16281,0
isogroup1629,0.564676385586848
isogroup16290,0
isogroup16291,0
isogroup16292,0
isogroup16294,0
isogroup16296,0
isogroup16298,0
isogroup163,0
isogroup1630,0
isogroup16302,0.374277964165
isogroup16305,0
isogroup1631,0
isogroup16312,0
isogroup16313,0
isogroup16314,0
isogroup16326,0.141096824853839
isogroup1633,0
isogroup16330,0
isogroup16333,0
isogroup16335,0
isogroup16337,0
isogroup1634,0.44202796582679
isogroup16341,0.290450575700595
isogroup16342,0
isogroup16343,0
isogroup16344,0
isogroup16347,0
isogroup1635,0
isogroup16351,0
isogroup16354,0
isogroup16357,0
isogroup16358,0
isogroup1636,0.480670379488071
isogroup16360,0
isogroup16361,0
isogroup16367,0
isogroup1637,0
isogroup16371,0.310905416934999
isogroup16375,0
isogroup16378,0
isogroup16380,0
isogroup16381,0
isogroup1639,0
isogroup16393,0
isogroup1640,0.334031196626919
isogroup16400,0
isogroup16406,0
isogroup16409,0
isogroup16410,0
isogroup16412,0
isogroup16416,0
isogroup16417,0
isogroup16423,0
isogroup16424,0
isogroup16425.1,0
isogroup16432,0
isogroup16435,0.201317976603458
isogroup16439,0.702316592496899
isogroup1644,0
isogroup16448,0
isogroup1645,0
isogroup1646,0
isogroup16460,0
isogroup16463,0
isogroup1647,0
isogroup16476,0
isogroup1648,0.66480020172159
isogroup16481,0
isogroup16487,0.833578032037909
isogroup16489,0
isogroup1649,0
isogroup165,0
isogroup1650,0.465489709980743
isogroup16501,0
isogroup16503,0
isogroup16506,0
isogroup16507,0.764932827742348
isogroup16509,0
isogroup1651,0
isogroup16518,0
isogroup16519,0
isogroup1652,0
isogroup16520,0
isogroup16526,0
isogroup16528,0
isogroup1653,0.0698523452446782
isogroup16535,0
isogroup1654,0.434721054304303
isogroup16545,0
isogroup16548,0
isogroup1655,0.506013732678669
isogroup16551,0
isogroup16552,0
isogroup16558,0
isogroup1656,0.435994513800337
isogroup16560,0
isogroup16564,0
isogroup16569,0
isogroup1657,0
isogroup16570,0
isogroup16572,0
isogroup1658,0
isogroup16583,0
isogroup16588,0
isogroup1659,0
isogroup16597,0
isogroup166,0
isogroup16605,0
isogroup16608,0
isogroup16612,0
isogroup16613,0
isogroup16628,0
isogroup16629,0
isogroup1663,0.692936901822748
isogroup16630,0
isogroup16634,0
isogroup16636,0
isogroup1664,0
isogroup16640,0
isogroup16649,0
isogroup1665,0.727562050196743
isogroup16654,0
isogroup16656,0
isogroup16657,0
isogroup16658,0
isogroup16661,0
isogroup16666,0.425214678041668
isogroup16667,0
isogroup16670,0
isogroup16672,0
isogroup16673,0
isogroup16675,0
isogroup16679,0
isogroup1668,0
isogroup16681,0
isogroup16687,0
isogroup16689,0
isogroup16697,0
isogroup16708,0.582060805692139
isogroup16709,0
isogroup16710,0
isogroup1672,0.570885004615338
isogroup16724,0
isogroup1673,0
isogroup16732,0
isogroup16733,0
isogroup16737,0
isogroup1674,0
isogroup16745,0.677985378549351
isogroup16748,0
isogroup16753,0.57013180011952
isogroup16756,0
isogroup1676,0
isogroup16762,0
isogroup16765,0
isogroup1677,0.544106696648726
isogroup16774,0
isogroup16775,0
isogroup16779,0
isogroup1678,0.555080871955475
isogroup16780,0
isogroup16781,0
isogroup16782,0
isogroup16786,0.684868105927817
isogroup1679,0.628488859419076
isogroup16794,0
isogroup16797,0
isogroup16798,0
isogroup168,0
isogroup1680,0
isogroup16804,0
isogroup16806,0
isogroup16807,0
isogroup16816,0
isogroup1682,0
isogroup16826,0
isogroup16829,0
isogroup1683,0.543491760557186
isogroup16830,0
isogroup1685,0.523419459072312
isogroup16855,0
isogroup16856,0
isogroup16858,0
isogroup1686,0
isogroup16861,0
isogroup16864,0
isogroup16871,0
isogroup16875,0
isogroup16881,0
isogroup16884,0
isogroup1689,0
isogroup16897,0
isogroup169,0.698457119898127
isogroup1690,0.609488972323767
isogroup16903,0
isogroup16904,0
isogroup16907,0
isogroup16908,0
isogroup16909,0
isogroup1691,0
isogroup16912,0
isogroup16915,0
isogroup16919,0
isogroup16920,0
isogroup16921,0
isogroup16923,0
isogroup16925,0
isogroup16926,0
isogroup16928,0
isogroup16931,0
isogroup16933,0.913060719638241
isogroup16941,0
isogroup16945,0
isogroup1695,0
isogroup16953,0
isogroup16960,0
isogroup16961,0
isogroup16963,0
isogroup1697,0
isogroup16971,0.762629379668787
isogroup16972,0
isogroup16976,0
isogroup16977,0
isogroup1698,0.612258382180032
isogroup16983,0
isogroup16984,0.775180320104604
isogroup16985,0
isogroup16986,0
isogroup16988,0
isogroup1699,0
isogroup16992,0
isogroup16998,0
isogroup17,0
isogroup1700.1,0
isogroup1700.2,0
isogroup17005,0
isogroup17006,0
isogroup17016,0
isogroup17020,0
isogroup17029,0
isogroup17032,0
isogroup17034,0
isogroup17038,0
isogroup17041,0
isogroup17043,0
isogroup1705,0
isogroup17054,0
isogroup17057,0
isogroup17058,0
isogroup17062,0
isogroup17063,0
isogroup17065,0
isogroup17071,0
isogroup17073,0
isogroup17075,0
isogroup17078,0
isogroup17079,0
isogroup1708,0
isogroup17083,0
isogroup17084,0
isogroup17089,0
isogroup1709,0.422030448027541
isogroup17092,0
isogroup17093,0
isogroup171,0.915331718656676
isogroup1710,0
isogroup17109,0.721480070976099
isogroup1711,0.185646421749646
isogroup17114,0
isogroup17117,0
isogroup17120,0
isogroup17121,0
isogroup17123,0
isogroup1713,0
isogroup17132,0
isogroup17133,0
isogroup17137,0
isogroup1714,0
isogroup17140,0
isogroup17141,0
isogroup1715,0.699916309847528
isogroup17153,0.353522700500274
isogroup17154,0
isogroup17155,0
isogroup1716,0
isogroup1717,0
isogroup17178,0
isogroup1718,0
isogroup1719,0
isogroup17190,0
isogroup17191,0
isogroup17193,0
isogroup17198,0
isogroup1720,0.587705393385567
isogroup17201,0
isogroup17209,0.340875499025741
isogroup1721,0
isogroup17212,0
isogroup17214,0
isogroup17216,0
isogroup17218,0
isogroup17219,0
isogroup1722,0
isogroup17228,0.634989063125027
isogroup17229,0
isogroup1723,0
isogroup17230,0
isogroup17234,0
isogroup17235,0
isogroup1724,0.781226898936023
isogroup17246,0
isogroup17248,0
isogroup17249,0
isogroup1725,0.831968507632864
isogroup17258,0
isogroup17263,0
isogroup17266,0
isogroup17269,0
isogroup1727,0.727516764748942
isogroup17270,0
isogroup17273,0.700909548477895
isogroup17275,0
isogroup17279,0
isogroup1728,0.475945415896303
isogroup17281,0
isogroup17284,0
isogroup1729,0
isogroup17295,0
isogroup17296,0
isogroup173,0
isogroup17311,0
isogroup17316,0
isogroup1732,0
isogroup17324,0
isogroup1735,0
isogroup17356,0
isogroup1736,0
isogroup17363,0
isogroup17366,0
isogroup17368,0
isogroup17369,0
isogroup17370,0
isogroup17379,0
isogroup1738,0
isogroup17382,0
isogroup1739,0
isogroup17392,0
isogroup17397,0
isogroup17399,0
isogroup1740,0
isogroup17401,0
isogroup17407,0
isogroup1741,0
isogroup17411,0
isogroup17416,0
isogroup17419,0.362297539967866
isogroup1742,0.508245574987429
isogroup17422,0
isogroup17423,0
isogroup17427,0
isogroup1743,0
isogroup17431,0
isogroup17435,0
isogroup1744,0
isogroup17443,0.521924684954985
isogroup17445,0
isogroup17449,0
isogroup1745,0
isogroup17453,0.75258416036666
isogroup17458,0
isogroup17462,0
isogroup17465,0
isogroup17467,0
isogroup17468,0.472101253762694
isogroup17473,0
isogroup17478,0
isogroup1748,0.55910859727114
isogroup17480,0
isogroup17482,0
isogroup17483,0
isogroup1749,0
isogroup175,0.790599657332457
isogroup1750,0
isogroup1751,0
isogroup17510,0
isogroup17511,0
isogroup17513,0
isogroup17518,0.603983200067123
isogroup17523,0
isogroup17524,0
isogroup17527,0
isogroup17528,0
isogroup17529,0
isogroup17531,0
isogroup17532,0
isogroup17533,0.492499049636668
isogroup17538,0
isogroup17539,0
isogroup1754,0
isogroup17541,0
isogroup17548,0
isogroup1755,0
isogroup1757,0.778243193811049
isogroup17570,0.598144201635196
isogroup17574,0
isogroup17583,0
isogroup17589,0
isogroup17590,0
isogroup17592,0
isogroup17594,0
isogroup17596,0
isogroup176,0.742802515838952
isogroup1760,0.77529128018832
isogroup17600,0
isogroup17606,0
isogroup17608,0
isogroup17614,0
isogroup17618,0
isogroup17625,0
isogroup1763,0
isogroup17639,0
isogroup17640,0.392738130808366
isogroup17643,0
isogroup17644,0
isogroup17646,0
isogroup1765,0
isogroup17653,0
isogroup17659,0
isogroup1766,0.614508633223877
isogroup17660,0.660938408817017
isogroup17664,0
isogroup1767,0
isogroup17672,0
isogroup17673,0.501747487000351
isogroup1768,0
isogroup17680,0
isogroup17683,0
isogroup17696,0
isogroup17698,0
isogroup177,0
isogroup17701,0
isogroup17709,0
isogroup17711,0
isogroup17717,0
isogroup17718,0
isogroup17719,0
isogroup1772,0
isogroup17722,0
isogroup1773,0
isogroup17730,0
isogroup17731,0
isogroup17734,0
isogroup17738,0
isogroup17739,0
isogroup1774,0
isogroup1775,0.16396736508302
isogroup17750,0
isogroup17757,0
isogroup17759,0.473472373759468
isogroup17762,0.210393302100371
isogroup17763,0
isogroup17768,0
isogroup1777,0
isogroup17771,0
isogroup17773,0
isogroup17774,0
isogroup1778,0.691467102379875
isogroup17780,0
isogroup17784,0
isogroup17785,0
isogroup1779,0.644784830889408
isogroup17793,0.884680163052273
isogroup17796,0
isogroup178,0.60025972308532
isogroup1780,0
isogroup17805,0
isogroup17807,0
isogroup17812,0
isogroup1782,0.542486261935645
isogroup17825,0
isogroup17829,0.425048523164327
isogroup1783,0.603588303546233
isogroup17834,0
isogroup17836,0
isogroup17842,0
isogroup17844,0
isogroup1785,0.433061382377098
isogroup17850,0
isogroup17857,0
isogroup17861,0
isogroup17865,0
isogroup17869,0
isogroup1787,0
isogroup17873,0
isogroup1788,0.83064127293222
isogroup17880,0
isogroup17884,0
isogroup17887,0
isogroup179,0
isogroup1790,0.517848156904583
isogroup17901,0
isogroup17905,0
isogroup17908,0
isogroup1791,0
isogroup17910,0
isogroup17915,0.72515116812868
isogroup17923,0.76113284279049
isogroup17924,0
isogroup17927,0.225250627141499
isogroup1793,0
isogroup17934,0
isogroup17935,0
isogroup17939,0
isogroup1794,0
isogroup17942,0
isogroup17946,0
isogroup17949,0
isogroup17951,0
isogroup17956,0
isogroup17958,0
isogroup17959,0
isogroup1796,0.848734941122483
isogroup17962,0
isogroup17963,0
isogroup17972,0
isogroup17976,0
isogroup17977,0
isogroup1798,0
isogroup17983,0
isogroup17987,0
isogroup17989,0
isogroup1799,0.320135210793208
isogroup17990,0
isogroup17992,0
isogroup17998,0
isogroup18,0.655647317414282
isogroup1800,0
isogroup18000,0.67991537816917
isogroup18006,0
isogroup18007,0
isogroup18008,0
isogroup18009,0
isogroup1801,0
isogroup18011,0
isogroup1802,0
isogroup18027,0
isogroup1803,0.463329924233354
isogroup18031,0
isogroup18033,0
isogroup18037,0
isogroup18043,0
isogroup18045,0
isogroup18049,0
isogroup18050,0
isogroup18053,0
isogroup18055,0.41696190266986
isogroup18060,0
isogroup1807,0.815955233798845
isogroup18072,0
isogroup18073,0
isogroup18076,0
isogroup18083,0
isogroup18087,0.434877931169842
isogroup18088,0
isogroup18089,0
isogroup18091,0
isogroup18094,0
isogroup18098,0
isogroup181,0.793333186131467
isogroup1810,0
isogroup18101,0
isogroup18106,0
isogroup1811,0
isogroup18111,0
isogroup18115,0
isogroup18118,0
isogroup1812,0
isogroup18120,0
isogroup18121,0
isogroup18122,0
isogroup18123,0
isogroup18125,0
isogroup18127,0.795371842733212
isogroup18133,0
isogroup18135,0
isogroup18136,0
isogroup18137,0
isogroup18139,0
isogroup1814,0
isogroup18140,0
isogroup18143,0.782910362439732
isogroup1815,0
isogroup18152,0
isogroup18155,0
isogroup18159,0
isogroup1816,0
isogroup18162,0
isogroup18165,0
isogroup18169,0
isogroup18170,0
isogroup18171,0
isogroup18173,0
isogroup18174.1,0.57011493435392
isogroup18176,0
isogroup18178,0
isogroup18183,0.335711423486019
isogroup18185,0
isogroup18186,0
isogroup18187,0
isogroup1819,0
isogroup18190,0
isogroup18193,0
isogroup18196,0
isogroup18197,0
isogroup18198,0
isogroup182,0.710935122985252
isogroup18201,0
isogroup1821,0
isogroup18212,0
isogroup18217,0
isogroup18219,0
isogroup1822,0
isogroup18223,0
isogroup18226,0
isogroup18227,0
isogroup1823,0
isogroup18231,0
isogroup18234,0
isogroup1824,0
isogroup18243,0
isogroup18244,0
isogroup18245,0
isogroup1825,0
isogroup18252,0
isogroup18254,0
isogroup18256,0.482880593080687
isogroup18257,0
isogroup18259,0
isogroup1826,0
isogroup18262,0
isogroup1827,0
isogroup18273,0
isogroup18275,0
isogroup18277,0
isogroup18278,0
isogroup1828,0
isogroup18281,0
isogroup18282,0
isogroup18285,0
isogroup18289,0.286291767997882
isogroup1829,0
isogroup18298,0
isogroup183,0
isogroup18300,0
isogroup18304,0
isogroup18308,0
isogroup1831,0.670921980092417
isogroup1831.1,0
isogroup18313,0
isogroup1832,0
isogroup18326,0
isogroup18333,0
isogroup18334,0
isogroup18336,0.86252339934272
isogroup1834,0
isogroup18345,0
isogroup18348,0
isogroup18364,0
isogroup18367,0
isogroup1837,0
isogroup1838,0
isogroup18380,0
isogroup18383,0
isogroup18385,0
isogroup18387,0.749891161271969
isogroup18394,0
isogroup184,0
isogroup1840,0.58239143460811
isogroup18400,0
isogroup18406,0
isogroup18408,0
isogroup1842,0
isogroup18427,0
isogroup18428,0
isogroup18431,0
isogroup1844,0.93185820060206
isogroup1845,0
isogroup18451,0
isogroup18455,0.475653563342377
isogroup1846,0.820479315294705
isogroup18468,0
isogroup18470,0
isogroup18474,0
isogroup18483,0
isogroup18490,0
isogroup18491,0
isogroup18493,0
isogroup18496,0
isogroup18499,0
isogroup185,0.762884921518319
isogroup18502,0
isogroup18506,0.510622208570654
isogroup18515,0.567837854047597
isogroup18522,0
isogroup18530,0
isogroup18531,0
isogroup18536,0
isogroup18537,0
isogroup18539,0
isogroup1854,0
isogroup18545,0
isogroup18546,0.381432427218022
isogroup18547,0
isogroup1855,0.496055872730898
isogroup18558,0
isogroup18563,0.789861037853247
isogroup18567,0
isogroup1857,0
isogroup18572,0
isogroup18574,0
isogroup18575,0
isogroup18576,0
isogroup18578,0
isogroup1858,0.782271366827418
isogroup18580,0
isogroup18581,0
isogroup18584,0
isogroup18586,0
isogroup18588,0
isogroup18591,0
isogroup18597,0
isogroup18599,0
isogroup186,0.764624388130057
isogroup1860,0
isogroup18610,0
isogroup18611,0
isogroup18617,0.34100276311313
isogroup1862,0.379712867576585
isogroup18620,0
isogroup18624,0
isogroup18628,0
isogroup1863,0.779571046628118
isogroup18630,0
isogroup18633,0
isogroup18637,0
isogroup18639,0
isogroup1864,0.607537976533625
isogroup18641,0
isogroup18642,0
isogroup18645,0
isogroup18652,0
isogroup18654,0.464422937581592
isogroup18656,0
isogroup18659,0
isogroup1866,0.541725333854474
isogroup18661,0
isogroup18662,0
isogroup18663,0
isogroup18667,0
isogroup18668,0
isogroup1867,0.787150056578541
isogroup1868,0
isogroup18681,0
isogroup18683,0.378340770129574
isogroup18685,0
isogroup18697,0
isogroup187,0
isogroup18706,0
isogroup1871,0
isogroup18710,0
isogroup1872,0
isogroup18720,0
isogroup18740,0
isogroup18748,0.406796134340445
isogroup1875,0
isogroup18753,0
isogroup18757,0
isogroup18758,0
isogroup1876,0
isogroup18762,0
isogroup18766,0
isogroup18767,0
isogroup18768,0
isogroup1877,0.610323643100811
isogroup18770,0
isogroup18773,0
isogroup18774,0
isogroup18775,0
isogroup1878,0.141036343310269
isogroup18781,0
isogroup18782,0
isogroup18785,0
isogroup18787,0.634361120529912
isogroup18794,0.0249430760539149
isogroup18797,0
isogroup188,0.884175237577371
isogroup1880,0
isogroup18804,0
isogroup18809,0
isogroup1881,0
isogroup18810,0
isogroup18812,0
isogroup18813,0
isogroup18815,0
isogroup18817,0.673233727880045
isogroup18820,0
isogroup18836,0
isogroup18840,0.565537534349901
isogroup18841,0
isogroup1885,0
isogroup18867,0
isogroup18868,0
isogroup18869,0
isogroup1887,0
isogroup1888,0.751686219186444
isogroup18884,0
isogroup18887,0
isogroup1889,0
isogroup18891,0
isogroup18896,0
isogroup18898,0
isogroup18899,0
isogroup1890,0
isogroup18902,0
isogroup18904,0
isogroup18907,0
isogroup18908,0
isogroup18909,0
isogroup1891,0.557993824257373
isogroup18912,0
isogroup18918,0
isogroup1892,0
isogroup18922,0
isogroup18924,0
isogroup18928,0
isogroup18929,0
isogroup1893,0
isogroup18935,0
isogroup18936,0
isogroup18938,0
isogroup18943,0
isogroup18946,0
isogroup1895,0
isogroup18951,0
isogroup18955,0
isogroup18958,0
isogroup1896,0
isogroup18963,0
isogroup18968,0
isogroup1897,0
isogroup18974,0
isogroup1898,0
isogroup18980,0
isogroup18992,0
isogroup18994,0
isogroup18995,0
isogroup190,0
isogroup1900,0
isogroup19000,0.5998905323062
isogroup19001,0.722653672002006
isogroup19012,0.764411650466357
isogroup1902,0
isogroup19024,0
isogroup19026,0.640340301615029
isogroup1903,0
isogroup19035,0
isogroup19041,0
isogroup19043,0
isogroup19046,0
isogroup19047,0
isogroup1905,0
isogroup19051,0.743558701267543
isogroup19054,0
isogroup19055,0
isogroup19057,0
isogroup19059,0.680538796307369
isogroup19060,0
isogroup19065,0
isogroup19067,0
isogroup19070,0.759306222093932
isogroup19072,0
isogroup19073,0
isogroup19076,0
isogroup19081,0
isogroup19082,0
isogroup19085,0.384791291978481
isogroup19086,0.380381520350488
isogroup1909,0
isogroup19092,0
isogroup191,0.604529650126923
isogroup19100,0
isogroup19103,0
isogroup19107,0
isogroup1911,0
isogroup19113,0
isogroup19117,0
isogroup19121,0
isogroup19123,0
isogroup19127,0
isogroup1913,0.823479699524989
isogroup19131,0
isogroup19138,0.628237277739895
isogroup19146,0
isogroup19147,0
isogroup19149,0
isogroup1915,0
isogroup19150,0
isogroup19152,0
isogroup19155,0
isogroup19156,0
isogroup19159,0.460265438852054
isogroup1916,0
isogroup19160,0
isogroup19161,0
isogroup19162,0
isogroup19165,0
isogroup19172,0
isogroup19175,0
isogroup1918,0
isogroup19180,0
isogroup19181,0
isogroup19184,0
isogroup19187,0
isogroup19190,0
isogroup19191,0
isogroup19192,0
isogroup19194,0
isogroup19198,0
isogroup19199,0
isogroup192,0.703601921513823
isogroup19201,0
isogroup19202,0
isogroup19206,0
isogroup1921,0
isogroup19210,0
isogroup19211,0
isogroup19212,0
isogroup1922,0
isogroup19226,0
isogroup1923,0
isogroup19231,0
isogroup19238,0
isogroup1924,0
isogroup19244,0
isogroup19246,0
isogroup19247,0
isogroup19254,0
isogroup19256,0
isogroup19259,0
isogroup1926,0
isogroup19265,0
isogroup19269,0
isogroup19270,0
isogroup19276,0
isogroup1928,0
isogroup19281,0
isogroup19288,0
isogroup19293,0
isogroup19295,0
isogroup19297,0.30380709897757
isogroup19298,0
isogroup1930,0
isogroup19309,0
isogroup1931,0.786123060277914
isogroup19311,0.653263043351907
isogroup19313,0
isogroup19314,0
isogroup1932,0
isogroup19324,0.710453040870336
isogroup1933,0
isogroup19331,0
isogroup19332,0
isogroup1934,0.32690935609789
isogroup19341,0
isogroup19343,0
isogroup19346,0
isogroup1935,0
isogroup19358,0
isogroup19360,0
isogroup19363,0
isogroup19367,0
isogroup19368,0
isogroup19369,0
isogroup1937,0
isogroup19374,0
isogroup19377,0
isogroup1938,0
isogroup19380,0
isogroup1939,0
isogroup19390,0
isogroup19392,0.448456080084778
isogroup194,0.548785571620717
isogroup19405,0
isogroup1941,0
isogroup19413,0
isogroup19414,0
isogroup19415,0
isogroup1942,0
isogroup19422,0
isogroup19425,0.805898902217136
isogroup19428,0
isogroup19429,0
isogroup1943,0.637247276434431
isogroup1944,0
isogroup19445,0
isogroup1945,0.701979577488939
isogroup19451,0
isogroup19454,0
isogroup19460,0
isogroup1947,0
isogroup19474,0
isogroup1948,0.83435336635513
isogroup19482,0.840798677521949
isogroup19485,0
isogroup19486,0
isogroup19487,0
isogroup19492,0
isogroup19493,0
isogroup19494,0
isogroup19497,0
isogroup1950,0
isogroup1951,0
isogroup19510,0
isogroup19523,0
isogroup19525,0
isogroup19526,0.442161723807512
isogroup19527,0
isogroup1953,0.579576821644808
isogroup19530,0
isogroup19533,0
isogroup19535,0
isogroup19536,0
isogroup19547,0
isogroup19551,0
isogroup19562,0
isogroup19563,0
isogroup19567,0
isogroup19574,0
isogroup19575,0
isogroup19579,0
isogroup1958,0
isogroup19583,0
isogroup19588,0.399705446418684
isogroup1959,0
isogroup19597,0
isogroup19599,0
isogroup196,0
isogroup1960,0
isogroup19603,0
isogroup19609,0
isogroup19612,0
isogroup19615,0
isogroup1962,0
isogroup19621,0
isogroup19622,0
isogroup19628,0
isogroup1963,0
isogroup19631,0
isogroup19633,0
isogroup19638,0
isogroup1964,0
isogroup19642,0
isogroup19645,0
isogroup1965,0
isogroup19650,0.187658802048106
isogroup19652,0
isogroup19653,0
isogroup19654,0
isogroup19659,0
isogroup1966,0.750433988484904
isogroup19662,0
isogroup19666,0
isogroup19667,0
isogroup1967,0
isogroup19674,0.767355551997188
isogroup19678,0
isogroup1968,0
isogroup19680,0
isogroup19682,0
isogroup19686,0.667082028174972
isogroup19688,0
isogroup19693,0
isogroup19695,0.34013545838097
isogroup197,0
isogroup1970,0.67913062412902
isogroup19703,0
isogroup19705,0
isogroup19712,0
isogroup1972,0
isogroup19720,0
isogroup19723,0
isogroup19726,0
isogroup19729,0
isogroup19732,0
isogroup19738,0
isogroup1974,0
isogroup19741,0
isogroup19747,0.657649442763322
isogroup19750,0
isogroup19755,0.592462019968245
isogroup1976,0
isogroup19767,0
isogroup19768,0
isogroup19773,0
isogroup19775,0.303387234792742
isogroup19776,0
isogroup19778,0.351325394247065
isogroup1978,0.771414069095713
isogroup19783,0
isogroup19786,0
isogroup19787,0
isogroup19789,0
isogroup1979,0
isogroup198,0.713552844456564
isogroup19800,0
isogroup19801,0
isogroup19802,0
isogroup19813,0
isogroup19818,0
isogroup1982,0
isogroup19828,0
isogroup19830,0
isogroup19834,0
isogroup19836,0
isogroup19843,0
isogroup19846,0
isogroup19851,0
isogroup19852,0
isogroup1986,0
isogroup1987,0
isogroup19870,0
isogroup1988,0
isogroup19880,0.271093603339918
isogroup19886,0
isogroup19888,0
isogroup19898,0
isogroup1990,0
isogroup19902,0
isogroup19905,0
isogroup19910,0
isogroup19911,0
isogroup19912,0
isogroup19914,0
isogroup19923,0
isogroup19926,0
isogroup1993,0
isogroup19933,0
isogroup19936,0
isogroup19949,0
isogroup19953,0
isogroup19955,0
isogroup19956,0
isogroup19958,0
isogroup19960,0
isogroup19965,0
isogroup1997,0
isogroup19970,0
isogroup19976,0
isogroup19978,0
isogroup19979,0
isogroup1998,0.62496013631486
isogroup19982,0.23262693843526
isogroup19983,0
isogroup1999,0.49312401792429
isogroup19996,0
isogroup19999,0
isogroup2,0
isogroup200,0.801355217322334
isogroup20006,0
isogroup20009,0
isogroup2001,0
isogroup20010,0
isogroup2002,0
isogroup20027,0
isogroup2003,0
isogroup2004,0
isogroup20041,0
isogroup20045,0
isogroup20052,0.771024859382184
isogroup20053,0
isogroup20057,0
isogroup20059,0
isogroup2006,0
isogroup20065,0
isogroup20068,0
isogroup20069,0
isogroup2007,0
isogroup20072,0
isogroup20076,0
isogroup20079,0
isogroup2008,0
isogroup2009,0
isogroup201,0.896115024670754
isogroup2010,0
isogroup20101,0.383159143482983
isogroup20102,0
isogroup20104,0
isogroup20107,0
isogroup20108,0
isogroup20109,0
isogroup2011,0
isogroup20111,0
isogroup20112,0
isogroup20113,0
isogroup20127,0
isogroup20130,0
isogroup20131,0.108622618044274
isogroup20132,0
isogroup2014,0
isogroup20152,0
isogroup20154,0
isogroup20157,0
isogroup20159,0.338072800294255
isogroup2016,0
isogroup20168,0
isogroup20177,0
isogroup20179,0
isogroup20181,0
isogroup2019,0
isogroup20193,0
isogroup20199,0
isogroup202,0.739570252535786
isogroup20200,0
isogroup20204,0
isogroup20208,0
isogroup20209,0
isogroup2022,0.569079660005155
isogroup20226,0
isogroup20228,0
isogroup20232,0
