gene,Fish_kME
isogroup26973,0.502069084151662
isogroup26975,0
isogroup2698,0.587223219630384
isogroup26985,0
isogroup2699,0
isogroup26995,0
isogroup26998,0
isogroup27,0.702243169510862
isogroup270,0
isogroup27006,0
isogroup27010,0
isogroup27016,0
isogroup2702,0
isogroup27024,0
isogroup27025,0
isogroup27030,0
isogroup2704,0
isogroup27044,0
isogroup27046,0
isogroup2705,0
isogroup27050,0
isogroup2706,0
isogroup27065,0.829206570582152
isogroup27067,0
isogroup2707,0
isogroup27073,0
isogroup27075,0
isogroup27082,0.378515827812041
isogroup27086,0
isogroup2709,0
isogroup27091,0
isogroup27095,0
isogroup271,0.650946832065557
isogroup2710,0
isogroup27106,0
isogroup27108,0
isogroup2711,0
isogroup2712,0
isogroup27122,0.672821210852726
isogroup27123,0
isogroup27128,0.437072981710001
isogroup27129,0
isogroup2713,0.800974965335499
isogroup27137,0
isogroup27141,0
isogroup27144,0
isogroup27146,0
isogroup2715,0
isogroup27152,0.515311762840371
isogroup27157,0
isogroup27159,0
isogroup27170,0
isogroup2718,0
isogroup27199,0
isogroup272,0
isogroup2720,0
isogroup27203,0
isogroup2721,0.224553340346802
isogroup2722,0
isogroup27222,0
isogroup27226,0
isogroup2723,0.548065418016965
isogroup27232,0
isogroup27239,0
isogroup2724,0
isogroup27240,0
isogroup27246,0
isogroup27249,0
isogroup2725,0
isogroup27250,0
isogroup27256,0
isogroup27258,0
isogroup27265,0
isogroup27266,0
isogroup2727,0
isogroup27273,0
isogroup27283,0
isogroup27286,0
isogroup27291,0
isogroup27298,0
isogroup273,0
isogroup2730,0.706782750109398
isogroup27306,0.625447620242282
isogroup27307,0
isogroup2731,0
isogroup27318,0
isogroup27323,0
isogroup27325,0
isogroup27326,0
isogroup2734,0.781656455508752
isogroup27347,0.620446676424173
isogroup2735,0.591839658215832
isogroup27357,0
isogroup2736,0
isogroup27364,0
isogroup27369,0
isogroup2737,0
isogroup27372,0
isogroup27373,0
isogroup27374,0
isogroup27382,0
isogroup27384,0
isogroup2739,0
isogroup27395,0
isogroup27398,0.748746042485404
isogroup274,0.841466488922754
isogroup27405,0
isogroup27419,0
isogroup27423,0
isogroup27428,0
isogroup27429,0
isogroup2743,0
isogroup27437,0
isogroup27438,0
isogroup27441,0
isogroup27442,0
isogroup27447,0.451695088511011
isogroup27448,0
isogroup2745,0.327997703375222
isogroup27451,0
isogroup2747,0.82350549859073
isogroup27476,0
isogroup27482,0
isogroup27485,0.363301166109469
isogroup27486,0
isogroup2749,0
isogroup27491,0
isogroup27492,0
isogroup275,0
isogroup2750,0.306561726915487
isogroup27500,0.422562317743367
isogroup27502,0
isogroup27505,0
isogroup27517,0
isogroup27522,0
isogroup27529,0
isogroup2753,0.746208476091737
isogroup27536,0
isogroup2754,0
isogroup27541,0
isogroup27547,0
isogroup2756,0
isogroup27560,0
isogroup27563,0
isogroup27568,0
isogroup27570,0
isogroup27574,0
isogroup27579,0
isogroup27587,0
isogroup27589,0
isogroup2759,0
isogroup27590,0
isogroup27597,0.268568581590767
isogroup27598,0
isogroup276,0.558220759733201
isogroup2760,0.564649520550228
isogroup27602,0.608607673495289
isogroup27605,0
isogroup27609,0
isogroup27615,0
isogroup27616,0
isogroup2762,0.785134723873525
isogroup27625,0
isogroup27630,0
isogroup27634,0
isogroup2764,0
isogroup27657,0
isogroup27659,0
isogroup2766,0
isogroup27662,0
isogroup27668,0
isogroup27669,0
isogroup2767,0
isogroup2768,0.641668171160126
isogroup27686,0
isogroup2769,0.483421932253437
isogroup27695,0
isogroup27698,0
isogroup277,0
isogroup2770,0
isogroup27700,0
isogroup27707,0
isogroup27709,0
isogroup2771,0
isogroup27718,0
isogroup2772,0
isogroup27724,0
isogroup27728,0.502444763242488
isogroup2773,0.275379858606223
isogroup27731,0
isogroup2774,0
isogroup27740,0.51954257748112
isogroup27741,0
isogroup27742,0
isogroup27746,0
isogroup27747,0
isogroup2775,0
isogroup27753,0
isogroup27757,0
isogroup27758,0
isogroup2776,0
isogroup27761,0
isogroup2777,0.730999656910845
isogroup27773,0
isogroup2779,0
isogroup27796,0.408468604714895
isogroup27799,0
isogroup278,0
isogroup2780,0
isogroup27803,0
isogroup2781,0
isogroup27810,0
isogroup27819,0
isogroup27821,0
isogroup27824,0
isogroup27831,0
isogroup27835,0.737862382624177
isogroup27837,0
isogroup27838,0
isogroup2784,0.383054657683261
isogroup27845,0
isogroup2785,0
isogroup27851,0
isogroup2786,0.23377518330423
isogroup2787,0
isogroup27873,0
isogroup27874,0
isogroup2788,0
isogroup27886,0
isogroup27887,0
isogroup2790,0
isogroup27900,0
isogroup2791,0
isogroup27910,0.34522532721221
isogroup27915,0.685554290820112
isogroup27921,0
isogroup27927,0
isogroup27928,0
isogroup27934,0.303922437280136
isogroup27938,0
isogroup2794,0
isogroup2795,0
isogroup27956,0.378079369211454
isogroup27959,0.484353182632023
isogroup27965,0
isogroup27968,0.439236933448949
isogroup2797,0
isogroup27971,0.376788633703239
isogroup27974,0
isogroup2798,0
isogroup27984,0
isogroup2799,0
isogroup27993,0
isogroup27995,0
isogroup28,0.783755318465963
isogroup28002,0
isogroup28008,0
isogroup2801,0
isogroup28018,0
isogroup2802,0
isogroup28024,0.521725033190694
isogroup2803,0.864727327007879
isogroup28031,0
isogroup28032,0
isogroup28033,0
isogroup2804,0.798903451274434
isogroup28043,0
isogroup28045,0
isogroup28048,0
isogroup28053,0
isogroup2806,0
isogroup28063,0
isogroup2808,0.743047367416514
isogroup28081,0
isogroup28082,0
isogroup2809,0.337370683449711
isogroup28092,0
isogroup28093,0
isogroup281,0
isogroup2810,0
isogroup28105,0
isogroup28109,0
isogroup2811,0
isogroup28112,0
isogroup2812,0
isogroup28120,0
isogroup28121,0
isogroup28123,0
isogroup28126,0
isogroup28131,0
isogroup28134,0
isogroup2814,0
isogroup28144,0
isogroup2815,0
isogroup28150,0
isogroup28157,0
isogroup2816,0
isogroup2817,0.225145224058124
isogroup28170,0
isogroup28179,0
isogroup2819,0
isogroup28194,0
isogroup28196,0
isogroup28197,0
isogroup282,0.710945810241853
isogroup2820,0
isogroup28200,0
isogroup28205,0
isogroup2821,0
isogroup2822,0.24882191934624
isogroup28224,0
isogroup28225,0
isogroup28228,0
isogroup28232,0
isogroup28235,0
isogroup2824,0
isogroup28241,0
isogroup28243,0.562373690663627
isogroup2825,0
isogroup28257,0
isogroup2826,0
isogroup28262,0
isogroup28267,0
isogroup2827,0
isogroup28277,0
isogroup2828,0
isogroup28286,0
isogroup2829,0
isogroup28291,0
isogroup2830,0
isogroup2830.1,0
isogroup28302,0
isogroup28304,0
isogroup28315,0
isogroup28328,0
isogroup28331,0
isogroup2834,0
isogroup28343,0
isogroup28362,0
isogroup28366,0
isogroup2837,0
isogroup28378,0
isogroup28382,0
isogroup28394,0
isogroup28395,0
isogroup28398,0
isogroup28399,0
isogroup284,0
isogroup2840,0
isogroup2842,0
isogroup28420,0
isogroup2843,0
isogroup2844,0
isogroup28441,0.526677356882178
isogroup28442,0
isogroup2845,0
isogroup2846,0
isogroup28461,0
isogroup28470,0
isogroup28472,0
isogroup28480,0
isogroup28485,0
isogroup28486,0
isogroup2849,0
isogroup28495,0
isogroup2850,0
isogroup28501,0
isogroup28503,0
isogroup28515,0
isogroup2852,0
isogroup28522,0
isogroup28524,0
isogroup2853,0.85006608002618
isogroup2854,0
isogroup28545,0
isogroup2855,0
isogroup28562,0
isogroup28563,0
isogroup2857,0.808327508305013
isogroup28571,0
isogroup28572,0
isogroup28576,0
isogroup2858,0
isogroup28585,0
isogroup28588,0
isogroup2859,0
isogroup28592,0
isogroup2860,0
isogroup28600,0
isogroup28610,0
isogroup2862,0
isogroup28622,0
isogroup2863,0
isogroup28633,0
isogroup2864,0
isogroup28643,0
isogroup28651,0.621695326940431
isogroup28652,0
isogroup28654,0
isogroup2866,0
isogroup28666,0
isogroup2868,0.632620325203889
isogroup28681,0
isogroup28689,0
isogroup2870,0
isogroup28710,0
isogroup28717,0.595266383538486
isogroup2872,0
isogroup28721,0
isogroup28722,0
isogroup2873,0.291157976425832
isogroup28730,0
isogroup28731,0
isogroup28733,0
isogroup2875,0
isogroup28753,0
isogroup28759,0
isogroup2876,0.596842712339989
isogroup28769,0
isogroup2877,0
isogroup28773,0
isogroup28775,0
isogroup28783,0
isogroup28789,0
isogroup2880,0
isogroup28807,0
isogroup28808,0
isogroup2881,0
isogroup28810,0.34768938633945
isogroup28816,0
isogroup28823,0
isogroup28829,0
isogroup2883,0
isogroup28830,0
isogroup28836,0
isogroup2884,0
isogroup2885,0.900838204908307
isogroup28857,0
isogroup28858,0.119647501967842
isogroup2886,0
isogroup28868,0
isogroup2887,0
isogroup28870,0
isogroup2888,0
isogroup28884,0
isogroup28888,0
isogroup28889,0.137744482349348
isogroup28893,0
isogroup289,0
isogroup2890,0.417122599015602
isogroup28900,0
isogroup28904,0.309148849010961
isogroup28908,0
isogroup28909,0.757116176802279
isogroup2891,0
isogroup28917,0.495970196635433
isogroup28918,0
isogroup2892,0
isogroup28921,0
isogroup28922,0
isogroup2893,0
isogroup28932,0.52351782061031
isogroup2894.1,0
isogroup28944,0
isogroup28949,0
isogroup2895,0
isogroup28957,0.468167164976836
isogroup28961,0.615493167824293
isogroup28965,0
isogroup28969,0
isogroup28973,0.589107069118553
isogroup2898,0
isogroup28985,0
isogroup28988,0
isogroup28989,0
isogroup2899,0
isogroup28998,0
isogroup29,0.883221009426461
isogroup290,0
isogroup29001,0
isogroup29004,0.508965737364604
isogroup29009,0
isogroup2901,0
isogroup29011,0
isogroup29019,0
isogroup2902,0
isogroup29029,0.491217471310463
isogroup2903,0
isogroup29034,0
isogroup29041,0
isogroup2905,0
isogroup29051,0
isogroup29061,0
isogroup29063,0
isogroup2907,0
isogroup29071,0
isogroup29074,0.736982867750735
isogroup2908,0
isogroup29081,0
isogroup29082,0
isogroup29088,0
isogroup2909,0
isogroup29093,0
isogroup291,0.869043912145468
isogroup2910,0
isogroup29101,0
isogroup29107,0
isogroup29115,0
isogroup29117,0
isogroup29118,0
isogroup2912,0.463681990353003
isogroup29120,0
isogroup29129,0
isogroup2913,0
isogroup29132,0
isogroup29134,0
isogroup2916,0
isogroup29168,0
isogroup2917,0.432133175776828
isogroup29170,0.478577324736427
isogroup29175,0
isogroup2919,0
isogroup29195,0
isogroup29207,0
isogroup29215,0
isogroup29228,0
isogroup2923,0
isogroup29230,0.767060793870663
isogroup2924,0.508852925208247
isogroup29249,0
isogroup2925,0
isogroup29259,0
isogroup2927,0
isogroup29274,0
isogroup29285,0
isogroup29287,0
isogroup29292,0
isogroup293,0.586333164143107
isogroup29306,0.71417979446445
isogroup29310,0
isogroup29313,0
isogroup29314,0
isogroup29320,0
isogroup29326,0
isogroup2933,0
isogroup29355,0
isogroup2937,0
isogroup29372,0
isogroup2938,0
isogroup29383,0
isogroup2939,0.74778143099127
isogroup294,0.645966105107808
isogroup29401,0
isogroup29411,0
isogroup29414,0
isogroup29419,0
isogroup2942,0
isogroup29436,0
isogroup29437,0
isogroup2944,0
isogroup29442,0
isogroup29444,0
isogroup29448,0
isogroup29453,0
isogroup29459,0
isogroup2946,0.794849296547916
isogroup29469,0
isogroup29470,0
isogroup29476,0
isogroup2948,0
isogroup29481,0
isogroup29483,0
isogroup29489,0
isogroup2949,0
isogroup29491,0
isogroup295,0
isogroup295.1,0.61256930897963
isogroup29502,0.215058692890938
isogroup29505,0
isogroup29506,0
isogroup2951,0
isogroup29513,0
isogroup29520,0
isogroup29522,0
isogroup29523,0
isogroup2953,0.815091832005293
isogroup2954,0
isogroup29543,0
isogroup29546,0.189644877446059
isogroup2956,0
isogroup29566,0
isogroup2957,0.737293832238601
isogroup2958,0.584749028780035
isogroup29590,0
isogroup29599,0
isogroup296,0.706550901941113
isogroup2960,0.591139726956319
isogroup2961,0
isogroup29612,0
isogroup29615,0
isogroup29616,0
isogroup29617,0.744539535072329
isogroup29619,0
isogroup29622,0
isogroup29624,0
isogroup29640,0
isogroup29641,0
isogroup2965,0
isogroup29656,0
isogroup2966,0.352136502892902
isogroup29660,0
isogroup2967,0
isogroup29674,0
isogroup29684,0
isogroup29689,0
isogroup2969,0
isogroup29692,0
isogroup297,0.622492713090197
isogroup2970,0
isogroup29701,0
isogroup29707,0.594039697544344
isogroup29709,0
isogroup2972,0
isogroup29721,0
isogroup2974,0
isogroup2975,0
isogroup29750,0
isogroup29760,0.413159686766694
isogroup2977,0
isogroup29771,0.795002401828835
isogroup2978,0
isogroup29782,0
isogroup2979,0
isogroup29792,0
isogroup29798,0.253492456073143
isogroup298,0
isogroup29802,0
isogroup2981,0
isogroup2982,0
isogroup29823,0
isogroup29826,0.165339261970591
isogroup2983,0.564501452393399
isogroup29830,0
isogroup29853,0
isogroup29859,0
isogroup2986,0
isogroup2987,0.394485641674395
isogroup29873,0
isogroup2988,0
isogroup2989,0
isogroup29894,0
isogroup29895,0
isogroup29896,0
isogroup299,0.853201475571713
isogroup2990,0.664926882921016
isogroup29904,0
isogroup2991,0.517354256056189
isogroup29914,0
isogroup29924,0
isogroup29932,0.465324145349805
isogroup29933,0.454659066461859
isogroup29939,0.5573889906952
isogroup2994,0.538885769114297
isogroup29940,0
isogroup29943,0
isogroup29945,0.63817769105861
isogroup29946,0
isogroup2995,0
isogroup29954,0.504317984895067
isogroup2996,0
isogroup29973,0
isogroup2998,0
isogroup29985,0
isogroup2999,0
isogroup29996,0
isogroup3,0.772611196406817
isogroup30,0.84122243118572
isogroup300,0.42254704063259
isogroup3000,0
isogroup30001,0
isogroup30008,0
isogroup30015,0
isogroup30016,0
isogroup3002,0
isogroup30023,0
isogroup30029,0.716286416355622
isogroup3003,0.306112259840009
isogroup30037,0
isogroup30040,0
isogroup30059,0
isogroup30069,0.559166663024717
isogroup30071,0
isogroup30073,0
isogroup3008,0.305682640156444
isogroup30086,0
isogroup3009,0
isogroup30096,0
isogroup3010,0
isogroup3011,0
isogroup30111,0
isogroup30117,0
isogroup3012,0
isogroup3013,0
isogroup30133,0.495717774880824
isogroup30138,0
isogroup3014,0.553008734716356
isogroup30140,0
isogroup30151,0
isogroup30169,0
isogroup3017,0
isogroup30177,0
isogroup3018,0
isogroup30182,0
isogroup3019,0
isogroup30192,0
isogroup30193,0
isogroup30194,0
isogroup302,0
isogroup3020,0.35851647422229
isogroup3022,0
isogroup30227,0
isogroup3023,0.694796916760563
isogroup3024,0
isogroup30249,0
isogroup30250,0
isogroup3026,0.874707702279127
isogroup3027,0.628209987383893
isogroup3028,0
isogroup30280,0
isogroup30285,0
isogroup30288,0
isogroup30293,0
isogroup303,0.856603115753899
isogroup3030,0.672355127097472
isogroup30302,0
isogroup30305,0
isogroup30310,0
isogroup3032,0
isogroup30320,0
isogroup30323,0.412183273742088
isogroup3033,0.502271040896491
isogroup30338,0
isogroup3034,0
isogroup30367,0
isogroup30368,0
isogroup3037,0
isogroup30370,0
isogroup30372,0
isogroup3038,0
isogroup30385,0
isogroup30388,0
isogroup3039,0
isogroup30390,0
isogroup30392,0
isogroup30398,0
isogroup3041,0.622429014122207
isogroup30415,0
isogroup30418,0
isogroup3042,0
isogroup30421,0
isogroup30433,0
isogroup30435,0
isogroup30437,0
isogroup3044,0
isogroup30444,0.256876675910103
isogroup3045,0
isogroup30450,0
isogroup3047,0
isogroup3048,0
isogroup30491,0
isogroup30493,0.495149514589336
isogroup30494,0.268438352807706
isogroup305,0
isogroup30505,0
isogroup30513,0
isogroup30516,0
isogroup3052,0
isogroup30522,0.738381231125979
isogroup30528,0.544562954006227
isogroup30533,0
isogroup30540,0
isogroup30548,0
isogroup30549,0
isogroup3055.1,0
isogroup30553,0
isogroup30557,0
isogroup30558,0
isogroup3056,0
isogroup30561,0
isogroup30565,0
isogroup3057,0.581083634360942
isogroup3058,0
isogroup3059,0
isogroup30593,0
isogroup30597,0
isogroup306,0.575497025497993
isogroup3060,0
isogroup30604,0.504126678340339
isogroup30607,0
isogroup3061,0.788401063620492
isogroup3062,0
isogroup30623,0
isogroup30626,0
isogroup3063,0
isogroup3064,0
isogroup30651,0
isogroup30654,0
isogroup30664,0
isogroup3067,0
isogroup30673,0
isogroup3068,0
isogroup3069,0.828152680609232
isogroup30696,0
isogroup307,0.234856025293152
isogroup30706,0
isogroup3071,0.298078322208031
isogroup3072,0
isogroup30725,0
isogroup3073,0.438505289642111
isogroup30731,0.609373583046734
isogroup3074,0
isogroup30741,0
isogroup30744,0
isogroup30745,0
isogroup30751,0
isogroup30753,0.657627958327041
isogroup3076,0.44520812940891
isogroup3077,0
isogroup30774,0
isogroup30780,0
isogroup30798,0
isogroup30804,0
isogroup3081,0
isogroup3082,0
isogroup3083,0.312750623062707
isogroup30836,0
isogroup3084,0
isogroup3085,0
isogroup3086,0.766141734137548
isogroup30863,0
isogroup30865,0
isogroup3087,0
isogroup30876,0.489027367680924
isogroup3088,0
isogroup30880,0
isogroup30881,0
isogroup30884,0
isogroup30897,0
isogroup309,0
isogroup30902,0
isogroup30905,0
isogroup3091,0.497716581389867
isogroup30924,0
isogroup30934,0
isogroup30943,0
isogroup3095,0
isogroup30957,0.779761338648809
isogroup3096,0.586271781076609
isogroup30964,0
isogroup3097,0.493355709473482
isogroup30974,0
isogroup30982,0
isogroup3099,0
isogroup31,0.926074620912508
isogroup310,0
isogroup3100,0.73515119378372
isogroup31004,0.557802763029195
isogroup3101,0.548338856649144
isogroup31013,0
isogroup3102,0.271444940459378
isogroup31022,0.790453404443299
isogroup3103,0
isogroup3104,0
isogroup31040,0
isogroup31041,0
isogroup31055,0.761835025887632
isogroup3106,0.455264602525001
isogroup31060,0
isogroup31071,0
isogroup31072,0
isogroup31076,0
isogroup31087,0
isogroup31088,0.550915042336376
isogroup3109,0
isogroup31096,0
isogroup311,0
isogroup3110,0
isogroup31108,0
isogroup3111,0
isogroup31110,0
isogroup31120,0
isogroup31131,0.734566740967017
isogroup31135,0
isogroup31142,0
isogroup31149,0
isogroup3115,0.63512588017713
isogroup31150,0
isogroup3116,0
isogroup31169,0
isogroup3117,0
isogroup31174,0
isogroup31177,0
isogroup3118,0
isogroup3119,0
isogroup31197,0
isogroup312,0.781527930554667
isogroup31204,0
isogroup3121,0
isogroup31212,0
isogroup3122,0
isogroup3123,0.860632953337156
isogroup3124,0.649149326125817
isogroup31245,0
isogroup3125,0
isogroup3126,0
isogroup3127,0
isogroup3128,0
isogroup31283,0
isogroup31297,0
isogroup313,0
isogroup31301,0
isogroup3131,0
isogroup31312,0
isogroup31316,0
isogroup3132,0
isogroup31324,0
isogroup3133,0
isogroup3134,0.484143189030524
isogroup31345,0
isogroup31348,0
isogroup31358,0
isogroup31367,0
isogroup3138,0.670009524593007
isogroup31380,0
isogroup31382,0.358818544316625
isogroup3139,0
isogroup31390,0
isogroup31392,0
isogroup31393,0
isogroup314,0
isogroup3140,0
isogroup31413,0
isogroup31417,0
isogroup3142,0
isogroup3143,0
isogroup3144,0
isogroup31442,0
isogroup31448,0
isogroup3145,0
isogroup31459,0.31239804989731
isogroup3147,0
isogroup31472,0
isogroup31479,0
isogroup3148,0
isogroup31486,0
isogroup3149,0
isogroup31491,0
isogroup31498,0
isogroup315,0.828297368770115
isogroup3150,0
isogroup31513,0
isogroup3152,0
isogroup31545,0
isogroup31549,0
isogroup3155,0
isogroup3156,0.699341688159303
isogroup31566,0
isogroup3157,0
isogroup31582,0
isogroup31584,0
isogroup31585,0
isogroup316,0
isogroup31602,0
isogroup31610,0
isogroup31616,0
isogroup3162,0.704470747129717
isogroup31624,0.392223307808996
isogroup3163,0.682494594989912
isogroup3164,0
isogroup31640,0
isogroup31647,0
isogroup3165.1,0.77469615542223
isogroup31655,0
isogroup31659,0
isogroup31663,0
isogroup3167,0
isogroup3168,0.744015003312026
isogroup31683,0
isogroup31688,0
isogroup31689,0.483918486598879
isogroup3169,0
isogroup31696,0
isogroup31698,0
isogroup3170,0
isogroup31706,0
isogroup31707,0.769761951201472
isogroup3174,0
isogroup31743,0
isogroup31746,0
isogroup3176,0.516014135996896
isogroup31763,0
isogroup31774,0
isogroup31779,0
isogroup31781,0
isogroup31783,0
isogroup3179,0
isogroup318,0.964389087905232
isogroup3180,0
isogroup31808,0
isogroup3181,0
isogroup31811,0
isogroup3182,0
isogroup31820,0
isogroup3183,0
isogroup3184,0
isogroup31843,0
isogroup31844,0
isogroup3185,0
isogroup31852,0
isogroup31855,0
isogroup3186,0
isogroup31870,0
isogroup3188,0
isogroup31899,0
isogroup319,0
isogroup3190,0.405413421390048
isogroup3191,0
isogroup3192,0
isogroup3193,0
isogroup3194,0
isogroup31955,0
isogroup31957,0.387250649115756
isogroup31961,0
isogroup3197,0
isogroup31985,0
isogroup3199,0
isogroup32,0.67681894762757
isogroup3200,0
isogroup3202,0
isogroup32031,0
isogroup3204,0.671776660305154
isogroup3205,0.653632188312125
isogroup32064,0
isogroup32069,0
isogroup3207,0.810619355342997
isogroup32071,0
isogroup32073,0
isogroup32075,0
isogroup32076,0
isogroup32078,0
isogroup3208,0
isogroup3209,0
isogroup32090,0
isogroup32093,0
isogroup32096,0
isogroup321,0
isogroup3210,0
isogroup32107,0
isogroup3211,0
isogroup32129,0
isogroup3213,0.697552870798559
isogroup32135,0
isogroup3214,0
isogroup32147,0
isogroup32155,0
isogroup3216,0.404045515013536
isogroup32166,0
isogroup32167,0
isogroup3217,0
isogroup3219,0
isogroup322,0.667568287922799
isogroup3220,0
isogroup3221,0
isogroup3222,0
isogroup32247,0
isogroup3226,0
isogroup3227,0
isogroup32270,0
isogroup32275,0
isogroup3228,0
isogroup32280,0
isogroup3229,0
isogroup32291,0
isogroup32298,0
isogroup323,0.698151167651865
isogroup32328,0
isogroup3233,0.620259946900337
isogroup32333,0.639154619459614
isogroup3234,0.484019267362464
isogroup3235,0
isogroup3236,0
isogroup3240,0
isogroup32406,0
isogroup32409,0
isogroup32416,0
isogroup32419,0
isogroup3242,0
isogroup32425,0
isogroup32429,0
isogroup3243,0
isogroup32438,0
isogroup32443,0
isogroup32453,0
isogroup32462,0
isogroup3247,0
isogroup32476,0
isogroup3248,0
isogroup32483,0
isogroup325,0
isogroup3250,0
isogroup32503,0
isogroup3251,0
isogroup32516,0
isogroup32522,0
isogroup3253,0.410262550191188
isogroup32532,0
isogroup32533,0
isogroup32537,0
isogroup32545,0
isogroup32549,0
isogroup32552,0
isogroup32554,0
isogroup32557,0.193688292828298
isogroup3256,0
isogroup3258,0
isogroup32582,0
isogroup3259,0
isogroup326,0
isogroup32605,0
isogroup3261,0.461186426636327
isogroup3262,0
isogroup3264,0.739075892663094
isogroup3265,0
isogroup32661,0
isogroup32669,0
isogroup3267,0
isogroup32670,0
isogroup3268,0.536871193692465
isogroup32681,0.275333106423508
isogroup32683,0
isogroup3269,0
isogroup32696,0
isogroup3270,0.489341397993535
isogroup32700,0
isogroup32706,0
isogroup3271,0
isogroup3272,0
isogroup32722,0
isogroup3273,0
isogroup3274,0
isogroup32745,0
isogroup3275,0
isogroup32750,0.652900207828164
isogroup32753,0
isogroup32755,0
isogroup32756,0.60539433563347
isogroup3276,0
isogroup32762,0
isogroup32784,0
isogroup32793,0
isogroup3280,0
isogroup3281,0.174090625826915
isogroup32811,0
isogroup32815,0
isogroup3282,0
isogroup32832,0.532345723394198
isogroup32834,0
isogroup32846,0
isogroup3285,0
isogroup3286,0
isogroup32862,0
isogroup3287,0
isogroup32870,0
isogroup32878,0
isogroup3288,0
isogroup32885,0
isogroup329,0.764039079747288
isogroup3290,0
isogroup3291,0
isogroup32910,0
isogroup32918,0
isogroup32922,0
isogroup32923,0.350564621325406
isogroup32927,0
isogroup32929,0
isogroup3293,0
isogroup3294,0.232191233142915
isogroup32946,0
isogroup32951,0
isogroup32963,0
isogroup3297,0.492241701450564
isogroup3298,0
isogroup3299,0
isogroup3299.1,0
isogroup32991,0
isogroup32992,0
isogroup32994,0
isogroup33,0.697422814333836
isogroup330,0
isogroup3300,0
isogroup33007,0
isogroup3302,0.780570071258798
isogroup3303,0
isogroup33037,0
isogroup3304,0.422920447999052
isogroup33068,0.48061203057145
isogroup3309,0
isogroup33091,0
isogroup331,0.780767905546944
isogroup3310,0
isogroup33109,0
isogroup3311,0
isogroup33136,0
isogroup3314,0
isogroup3315,0
isogroup33150,0
isogroup33154,0
isogroup3316,0.140127492453678
isogroup33167,0
isogroup3317,0
isogroup33172,0
isogroup33178,0.0611754516290111
isogroup3318,0
isogroup33186,0
isogroup3319,0
isogroup332,0.813882815873756
isogroup33200,0
isogroup33211,0
isogroup33219,0
isogroup3322,0
isogroup33223,0
isogroup3323,0.460803264994224
isogroup33231,0
isogroup33236,0
isogroup33242,0
isogroup3325,0
isogroup33254,0
isogroup33259,0
isogroup3326,0
isogroup3327,0
isogroup33273,0.321906490432679
isogroup33287,0
isogroup33296,0
isogroup33298,0
isogroup33299,0
isogroup33304,0
isogroup33310,0
isogroup33311,0
isogroup33328,0.470362524225349
isogroup33343,0.55025475716423
isogroup33347,0
isogroup3335,0
isogroup3337,0
isogroup33379,0
isogroup3338,0.825229095564766
isogroup33387,0
isogroup334,0
isogroup334.1,0
isogroup33404,0
isogroup3342,0
isogroup33421,0
isogroup33428,0
isogroup3343,0
isogroup33430,0
isogroup3344,0
isogroup3345,0
isogroup33458,0
isogroup3346,0
isogroup33460,0
isogroup3347,0.476234446791199
isogroup33472,0
isogroup3348,0.810271916446719
isogroup33480,0
isogroup3349,0.388686253934944
isogroup33498,0
isogroup335,0.536227026003937
isogroup3350,0
isogroup3351,0
isogroup3352,0
isogroup33538,0
isogroup3354,0.676233763509454
isogroup33543,0
isogroup3355,0.361352402604248
isogroup3356,0.801885900847121
isogroup33561,0.542978203809217
isogroup33563,0
isogroup33573,0
isogroup3358,0
isogroup33597,0
isogroup3360,0
isogroup33608,0.441967236581261
isogroup3362,0
isogroup33638,0
isogroup3364,0
isogroup33641,0
isogroup3365,0
isogroup33666,0
isogroup3368,0
isogroup33683,0
isogroup3369,0
isogroup33697,0
isogroup337,0.860053883807329
isogroup3370,0.574420838339129
isogroup3371,0
isogroup33714,0
isogroup3373,0
isogroup3374,0
isogroup33741,0
isogroup33746,0
isogroup33747,0
isogroup3375,0
isogroup33750,0
isogroup33751,0.400178169794802
isogroup3376,0
isogroup33760,0
isogroup3377,0
isogroup3378,0
isogroup33788,0
isogroup33789,0.123595832193957
isogroup3379,0.854861538673431
isogroup338,0.625351210653101
isogroup3380,0
isogroup33800,0.581066525043211
isogroup33812,0
isogroup33813,0
isogroup33817,0
isogroup33824,0
isogroup33829,0
isogroup3384,0
isogroup3385,0
isogroup33858,0.582419572663667
isogroup33859,0
isogroup33875,0
isogroup33876,0
isogroup3388,0
isogroup33880,0
isogroup339,0.675702349818122
isogroup3390,0
isogroup33907,0
isogroup3391.1,0
isogroup3393,0
isogroup33938,0
isogroup3394,0
isogroup33940,0
isogroup33943,0
isogroup33952,0
isogroup33953,0
isogroup3396,0.719556254735249
isogroup33968,0.510636145100086
isogroup33969,0.380592716600007
isogroup3397,0.638383849597613
isogroup3398,0
isogroup33984,0
isogroup34,0.670424084333324
isogroup34005,0
isogroup3401,0.459959974440992
isogroup34019,0
isogroup3402,0.626282360295698
isogroup3403,0
isogroup34031,0
isogroup3404,0
isogroup34049,0
isogroup3405,0
isogroup3406,0
isogroup3407,0.509684258690906
isogroup3409,0
isogroup341,0.610699709775914
isogroup3410,0
isogroup34108,0
isogroup3411,0
isogroup34117,0.60183548601443
isogroup34118,0
isogroup3412,0
isogroup3413,0
isogroup34136,0
isogroup3415,0
isogroup34150,0
isogroup3416,0
isogroup3419.1,0
isogroup342,0
isogroup34202,0
isogroup34208,0
isogroup34212,0
isogroup34213,0
isogroup3422,0
isogroup34222,0
