gene,logP
isogroup5539,0.2
isogroup554,0.2
isogroup5540,0.1
isogroup5542,0.1
isogroup5543,1.4
isogroup5544,-0.6
isogroup5545,6.4
isogroup5546,9.9
isogroup5547,0.7
isogroup5548,-0.2
isogroup5549,-0.5
isogroup555,2.2
isogroup5550,0.1
isogroup5551,-6.7
isogroup5552,0.3
isogroup5553,-0.1
isogroup5554,-0.1
isogroup5556,-0.8
isogroup5557,0.5
isogroup5558,0.7
isogroup556,1.6
isogroup5560,0.4
isogroup5561,1.4
isogroup5562,0
isogroup5564,0.3
isogroup5565,0.1
isogroup5566,-0.3
isogroup5567,0.1
isogroup5568,1.4
isogroup5569,1.3
isogroup557,0.5
isogroup557.1,1.5
isogroup5570,0.3
isogroup5571,0.2
isogroup5572,0.1
isogroup5573,-0.2
isogroup5574,0.8
isogroup5575,0.1
isogroup5576,1
isogroup5577,4
isogroup5578,-0.1
isogroup5579,-2
isogroup558,0.2
isogroup558.1,0.3
isogroup558.2,0.8
isogroup558.3,0.6
isogroup5580,-10
isogroup5581,1.2
isogroup5582,-0.1
isogroup5583,-1.4
isogroup5584,0.1
isogroup5585,1
isogroup5586,0.1
isogroup5587,-1.9
isogroup5588,0.4
isogroup5589,1.5
isogroup559,0.3
isogroup5590,1.6
isogroup5590.1,0.3
isogroup5592,0.2
isogroup5593,-0.9
isogroup5594,2.3
isogroup5595,0
isogroup5596,-1.1
isogroup5597,0.3
isogroup5598,-0.1
isogroup5599,-0.4
isogroup56,1.1
isogroup560,5
isogroup5600,-3.3
isogroup5601,-0.3
isogroup5602,-2
isogroup5603,1.4
isogroup5604,0.4
isogroup5605,0
isogroup5606,2.5
isogroup5607,0.2
isogroup5608,0.8
isogroup5609,0.3
isogroup561,0.1
isogroup5610,2.9
isogroup5611,1.1
isogroup5612,0.4
isogroup5613,0
isogroup5614,0.6
isogroup5615,2
isogroup5616,-0.1
isogroup5617,-3.3
isogroup5618,2
isogroup5619,0.1
isogroup562,2
isogroup5620,-0.3
isogroup5621,0.7
isogroup5622,3.6
isogroup5623,-0.2
isogroup5624,0.2
isogroup5625,-0.1
isogroup5626,0
isogroup5627,2
isogroup563,1.3
isogroup5630,0
isogroup5631,0.6
isogroup5632,-1.2
isogroup5633,0
isogroup5634,0.2
isogroup5635,0.5
isogroup5636,0.3
isogroup5637,-0.3
isogroup5638,1.5
isogroup5639,3.9
isogroup564,4.4
isogroup5640,1.3
isogroup5641,0.1
isogroup5642,-0.1
isogroup5643,1.1
isogroup5644,-0.1
isogroup5645,-0.1
isogroup5646,-0.6
isogroup5647,-0.4
isogroup5649,-0.4
isogroup565,-1.1
isogroup5650,-0.9
isogroup5651,-0.3
isogroup5652,-0.1
isogroup5653,0.1
isogroup5654,0.6
isogroup5655,-1.3
isogroup5656,2.8
isogroup5657,0.5
isogroup5658,0.7
isogroup566,0.4
isogroup5661,0.2
isogroup5662,-0.4
isogroup5663,-1.7
isogroup5664,-0.7
isogroup5665,2.4
isogroup5666,-0.5
isogroup5667,-1.4
isogroup5668,-1.9
isogroup5669,2.2
isogroup567,0.9
isogroup5670,4.6
isogroup5671,10
isogroup5672,0.9
isogroup5673,-0.4
isogroup5674,0
isogroup5676,-0.2
isogroup5677,4.3
isogroup5678,0.4
isogroup5679,0.2
isogroup568,3.4
isogroup5680,-0.6
isogroup5681,-0.8
isogroup5682,0.9
isogroup5683,2.9
isogroup5684,-0.4
isogroup5686,0
isogroup5687,1.1
isogroup5689,-0.2
isogroup5690,1.9
isogroup5691,-4
isogroup5692,-0.3
isogroup5693,0.1
isogroup5694,0
isogroup5695,-0.1
isogroup5696,0.6
isogroup5697,4.8
isogroup5698,-0.2
isogroup57,1.2
isogroup570,1
isogroup5700,6.3
isogroup5701,0.2
isogroup5702,-1.6
isogroup5704,1.6
isogroup5705,0.6
isogroup5706,-0.3
isogroup5707,2.7
isogroup5708,0.3
isogroup5709,0.5
isogroup571,0.6
isogroup5710,0
isogroup5711,0.2
isogroup5712,0.2
isogroup5713,1.2
isogroup5714,4.4
isogroup5715,1.2
isogroup5716,-0.5
isogroup5717,-0.4
isogroup5718,-10
isogroup5719,-0.6
isogroup572,-0.4
isogroup5720,-0.4
isogroup5721,1.2
isogroup5722,1.6
isogroup5722.1,0.3
isogroup5723,-1.5
isogroup5724,0.5
isogroup5725,-1.3
isogroup5726,-0.3
isogroup5726.1,-0.3
isogroup5727,-0.1
isogroup5728,-2.2
isogroup5729,-1.4
isogroup573,1.2
isogroup5730,1.8
isogroup5731,2.2
isogroup5732,-2.8
isogroup5734,-5.4
isogroup5735,-0.9
isogroup5736,1.1
isogroup5737,0.5
isogroup5738,0.5
isogroup5739,0
isogroup574,0.1
isogroup5740,-1.4
isogroup5741,0.2
isogroup5742,-0.2
isogroup5743,0
isogroup5744,-1.8
isogroup5745,0.4
isogroup5746,1.1
isogroup5747,0.5
isogroup5748,-7.7
isogroup5749,0
isogroup575,1.2
isogroup5750,0.4
isogroup5751,1.4
isogroup5752,-1.5
isogroup5753,0.2
isogroup5754,-2.7
isogroup5755,2
isogroup5756,0.5
isogroup5757,1.4
isogroup5758,-2.8
isogroup5759,-1
isogroup576,4.4
isogroup5760,-2.5
isogroup5761,1.7
isogroup5762,0.3
isogroup5763,-4.2
isogroup5765,6.1
isogroup5766,-0.6
isogroup5767,1.1
isogroup5768,1.2
isogroup5769,1.1
isogroup577,0.5
isogroup5770,-0.1
isogroup5771,-2.8
isogroup5772,-0.4
isogroup5774,0.6
isogroup5775,0
isogroup5776,1.7
isogroup5777,-1
isogroup5778,-2
isogroup5779,-0.4
isogroup578,0.9
isogroup5780,-2.2
isogroup5781,-0.6
isogroup5782,2.1
isogroup5783,0.2
isogroup5784,10
isogroup5785,-1.1
isogroup5786,-0.3
isogroup5787,0.4
isogroup5788,-2.7
isogroup5789,-1.3
isogroup579,0.1
isogroup5790,1.1
isogroup5791,0
isogroup5792,-0.2
isogroup5793,-0.6
isogroup5794,-0.2
isogroup5795,-0.8
isogroup5796,0.1
isogroup5797,0.8
isogroup5798,-0.1
isogroup5799,-1.3
isogroup58,6
isogroup580,0.4
isogroup5801,0.5
isogroup5802,1.2
isogroup5803,-1.3
isogroup5804,-0.6
isogroup5805,-0.3
isogroup5806,1
isogroup5807,-2.3
isogroup5808,-0.7
isogroup5809,1
isogroup581,-0.2
isogroup5810,-0.7
isogroup5811,2.7
isogroup5812,-0.8
isogroup5813,-10
isogroup5814,-2.6
isogroup5815,0.1
isogroup5816,-0.2
isogroup5817,0.5
isogroup5818,-10
isogroup5819,-0.2
isogroup582,1.1
isogroup5820,0.1
isogroup5822,0.1
isogroup5823,-0.3
isogroup5824,-0.2
isogroup5825,1.1
isogroup5826,-0.9
isogroup5827,0.6
isogroup5828,0.4
isogroup5829,2.6
isogroup583,1.9
isogroup5830,1.1
isogroup5831,1.3
isogroup5832,0.3
isogroup5833,-2.5
isogroup5835,1.5
isogroup5836,0.7
isogroup5837,-0.6
isogroup5838,0
isogroup5839,-0.5
isogroup584,1.1
isogroup5840,0.5
isogroup5841,1.1
isogroup5842,0.7
isogroup5843,-2.1
isogroup5844,-0.5
isogroup5845,-0.3
isogroup5846,0.8
isogroup5847,0.8
isogroup5848,0.8
isogroup5849,0.4
isogroup585,0.2
isogroup585.1,-0.9
isogroup585.2,0
isogroup5850,0.2
isogroup5851,0.3
isogroup5852,-0.5
isogroup5853,-10
isogroup5854,1.7
isogroup5856,0.3
isogroup5857,4.1
isogroup5858,2.1
isogroup5859,0
isogroup586,1.2
isogroup5860,0.2
isogroup5861,0.8
isogroup5862,-0.4
isogroup5863,0
isogroup5864,-4.7
isogroup5865,0.6
isogroup5867,0.3
isogroup5868,4.8
isogroup5869,-4.5
isogroup587,7
isogroup5870,-1.9
isogroup5871,0.2
isogroup5872,-0.9
isogroup5874,2.5
isogroup5875,0.4
isogroup5876,-0.3
isogroup5877,-1.9
isogroup5878,1.1
isogroup5879,-0.3
isogroup588,1.1
isogroup5881,-0.5
isogroup5882,-1.4
isogroup5883,0.1
isogroup5884,0.3
isogroup5885,-0.6
isogroup5886,0.4
isogroup5887,2.2
isogroup5888,0.3
isogroup589,0
isogroup5890,-0.9
isogroup5891,-0.6
isogroup5892,-3.8
isogroup5894,-0.2
isogroup5895,0.3
isogroup5896,-3.2
isogroup5897,0.3
isogroup5898,0.7
isogroup5899,-0.2
isogroup59,2.3
isogroup590,0.1
isogroup5900,2.6
isogroup5901,-4.4
isogroup5902,0
isogroup5904,0.5
isogroup5905,0
isogroup5906,-2.2
isogroup5907,0.9
isogroup5908,-0.7
isogroup5909,-1.3
isogroup591,1.2
isogroup5910,-0.3
isogroup5911,-0.5
isogroup5912,0.4
isogroup5913,-0.5
isogroup5914,-0.2
isogroup5916,2.5
isogroup5917,0.1
isogroup5918,1.9
isogroup5919,0.5
isogroup592,0
isogroup5920,0.2
isogroup5921,3.7
isogroup5922.1,0.2
isogroup5923,-10
isogroup5924,0.2
isogroup5925,1.3
isogroup5926,1
isogroup5928,2.3
isogroup5929,-0.3
isogroup593,1.6
isogroup5930,0.9
isogroup5932,-1
isogroup5933,0.2
isogroup5934,-5
isogroup5935,-1.1
isogroup5936,-3.6
isogroup5937,0.6
isogroup5938,-1.5
isogroup5939,0.6
isogroup594,0.7
isogroup5940,0.6
isogroup5941,0
isogroup5942,0.7
isogroup5943,0.6
isogroup5944,0.9
isogroup5945,-0.3
isogroup5946,-0.2
isogroup5947,1.2
isogroup5948,0.4
isogroup5949,0.3
isogroup595,-0.7
isogroup5950,-0.2
isogroup5951,1.3
isogroup5952,0.8
isogroup5953,-0.8
isogroup5954,4.8
isogroup5955,-0.8
isogroup5956,0.4
isogroup5958,0.5
isogroup5959,-1.4
isogroup596,0.6
isogroup5960,0.8
isogroup5962,0
isogroup5963,1.1
isogroup5964,-0.3
isogroup5965,1.5
isogroup5966,-0.4
isogroup5967,0.2
isogroup5968,1.2
isogroup5969,0.3
isogroup597,0.7
isogroup5970,0.5
isogroup5971,1.8
isogroup5972,0.7
isogroup5974,0.6
isogroup5975,0.3
isogroup5976,0.1
isogroup5977,0.3
isogroup5978,1.6
isogroup5979,0.1
isogroup598,-0.2
isogroup5980,-2.8
isogroup5981,3.7
isogroup5982,3.8
isogroup5983,-0.1
isogroup5984,0.3
isogroup5985,-0.2
isogroup5986,0.1
isogroup5987,0.3
isogroup5988,10
isogroup5989,-0.1
isogroup599,-1.5
isogroup5990,-0.1
isogroup5991,-0.2
isogroup5992,0.9
isogroup5993,-0.6
isogroup5994,0.9
isogroup5995,-0.1
isogroup5996,1.9
isogroup5997,0.2
isogroup5998,3.2
isogroup5999,0.7
isogroup6,0.7
isogroup60,0.5
isogroup6000,-0.3
isogroup6001,0.7
isogroup6002,0.7
isogroup6003,0.9
isogroup6003.1,-0.4
isogroup6004,-3.9
isogroup6005,0.4
isogroup6006,-0.1
isogroup6007,0.8
isogroup6008,-0.1
isogroup6009,0.3
isogroup601,-8.9
isogroup6010,0.5
isogroup6011,2.6
isogroup6012,-4.9
isogroup6013,-0.1
isogroup6014,-1.4
isogroup6015,0.5
isogroup6016,2.7
isogroup6017,1.6
isogroup6018,0.4
isogroup6019,-4.1
isogroup602,5.3
isogroup6020,0
isogroup6021,-0.2
isogroup6022,0
isogroup6024.1,-2.3
isogroup6025,-0.2
isogroup6026,-1.1
isogroup6027,-0.1
isogroup6027.1,0.4
isogroup6028,-4
isogroup6029,1.1
isogroup603,3.6
isogroup603.1,2.3
isogroup6030,-0.2
isogroup6031,-3.5
isogroup6032,2.9
isogroup6033,0.9
isogroup6033.1,0.9
isogroup6034,-4.1
isogroup6035,0.8
isogroup6036,0.3
isogroup6037,-0.7
isogroup6038,0.4
isogroup6039,0
isogroup604,-10
isogroup6040,1.2
isogroup6041,0.2
isogroup6042,0.3
isogroup6043,-0.3
isogroup6044,0.8
isogroup6045,0.7
isogroup6046,-0.8
isogroup6047,5.2
isogroup6048,-0.2
isogroup6049,-0.9
isogroup605,10
isogroup6050,-0.4
isogroup6051,1
isogroup6053,1.2
isogroup6054,-0.9
isogroup6055,0
isogroup6056,0.7
isogroup6057,0.8
isogroup6058,-3.7
isogroup6059,0.6
isogroup606,2
isogroup6060,-0.3
isogroup6061,0.3
isogroup6062,0.3
isogroup6063,0.5
isogroup6064,-0.6
isogroup6065,-0.4
isogroup6066,0
isogroup6066.1,0
isogroup6067,0.4
isogroup6068,4.4
isogroup6069,2.1
isogroup607,1
isogroup6070,0.7
isogroup6071,-1.6
isogroup6072,1.1
isogroup6073,0.5
isogroup6074,1.9
isogroup6075,-0.5
isogroup6076,1.2
isogroup6077,0.1
isogroup6078,-1.6
isogroup6079,-0.4
isogroup608,-0.4
isogroup6080,0.6
isogroup6081,0.3
isogroup6082,0.2
isogroup6083,-0.8
isogroup6084,1
isogroup6085,1.4
isogroup6086,0.6
isogroup6087,0.4
isogroup6088,1.8
isogroup6089,2
isogroup609,-0.5
isogroup6090,0.8
isogroup6091,1.4
isogroup6092,0
isogroup6093,0.8
isogroup6094,-1.5
isogroup6096,0
isogroup6097,0
isogroup6098,-2.6
isogroup6099,-0.1
isogroup61,1.9
isogroup610,1.9
isogroup6100,-0.5
isogroup6101,0.3
isogroup6103,-0.4
isogroup6105,1.1
isogroup6106,0.3
isogroup6107,-0.4
isogroup6108,0.6
isogroup6109,-2.2
isogroup611,2.9
isogroup6110,-0.1
isogroup6111,-0.3
isogroup6112,2.3
isogroup6113,-0.2
isogroup6114,-0.1
isogroup6115,-0.1
isogroup6116,-0.5
isogroup6117,-0.2
isogroup6118,0
isogroup6119,0
isogroup612,1.2
isogroup6120,-0.5
isogroup6121,0.4
isogroup6122,0.5
isogroup6123,0.1
isogroup6124,-0.5
isogroup6125,1.7
isogroup6126,-0.5
isogroup6127,-0.1
isogroup6128,-0.3
isogroup6129,-2.8
isogroup613,0.2
isogroup6130,1.1
isogroup6131,-0.6
isogroup6132,1.3
isogroup6133,-2
isogroup6134,-3.5
isogroup6135,2.9
isogroup6136,-0.3
isogroup6137,1.3
isogroup6138,-2.2
isogroup6139,0.6
isogroup614,0
isogroup6140,-0.3
isogroup6141,-0.2
isogroup6142,0.2
isogroup6143,0.1
isogroup6144,0.4
isogroup6144.1,0.7
isogroup6145,0.1
isogroup6146,1.5
isogroup6147,-0.3
isogroup6148,0
isogroup6149,1.6
isogroup615,4.4
isogroup6150,-0.1
isogroup6151,-1.7
isogroup6152,-0.5
isogroup6153,2.5
isogroup6154,-0.2
isogroup6156,-1.4
isogroup6157,-0.7
isogroup6158,0.4
isogroup6159,-0.3
isogroup616,-0.5
isogroup6160,0.1
isogroup6161,0.4
isogroup6162,1.1
isogroup6163,-0.1
isogroup6164,-0.7
isogroup6165,-0.1
isogroup6166,2
isogroup6167,0.4
isogroup6169,0.3
isogroup617,1
isogroup6170,0.7
isogroup6171,0.2
isogroup6172,2
isogroup6173,-0.2
isogroup6174,-0.2
isogroup6175,1.1
isogroup6176,0.4
isogroup6177,0.9
isogroup6178,3.8
isogroup6179,0
isogroup618,2.1
isogroup6180,0
isogroup6181,0.2
isogroup6182,0.1
isogroup6184,-10
isogroup6185,0.7
isogroup6186,-0.4
isogroup6187,0.7
isogroup6189,-0.7
isogroup6190,0.1
isogroup6191,0.1
isogroup6192,0.9
isogroup6193,-0.9
isogroup6194,-5.1
isogroup6196,-2.2
isogroup6197,0.6
isogroup6197.1,0.1
isogroup6198,-1
isogroup6199,1.3
isogroup62,2.3
isogroup620,0.1
isogroup6200,-1.4
isogroup6201,-10
isogroup6202,-1.7
isogroup6203,0.3
isogroup6204,0.7
isogroup6205,-0.4
isogroup6206,0.4
isogroup6207,1
isogroup6208,-0.8
isogroup6209,-4.8
isogroup621,0.5
isogroup6210,0.1
isogroup6211,-1.2
isogroup6212,-0.3
isogroup6213,-0.4
isogroup6214,1.2
isogroup6215,1.1
isogroup6216,0
isogroup6217,1
isogroup6218,0.9
isogroup6219,0.8
isogroup622,7.6
isogroup6220,-2.8
isogroup6221,1.2
isogroup6223,2
isogroup6224,0.9
isogroup6225,-1.8
isogroup6226,-1.5
isogroup6228,-0.3
isogroup6229,-0.5
isogroup623,3
isogroup6230,-0.4
isogroup6231,0.3
isogroup6232,-0.1
isogroup6233,0.5
isogroup6234,-2.1
isogroup6235,-0.6
isogroup6236,-0.2
isogroup6237,0
isogroup6238,0.5
isogroup6239,-1.1
isogroup624,1.8
isogroup6240,0
isogroup6241,-0.3
isogroup6242,0.6
isogroup6243,-2.6
isogroup6244,0.9
isogroup6245,-0.1
isogroup6246,-2.6
isogroup6247,-0.1
isogroup6248,0.6
isogroup6249,3.3
isogroup625,-0.8
isogroup6251,-0.1
isogroup6252,0.1
isogroup6253,-1.7
isogroup6254,6.2
isogroup6255,0.5
isogroup6256,0.2
isogroup6257,-1.4
isogroup6258,-0.2
isogroup6259,3
isogroup626,3.3
isogroup6260,-0.2
isogroup6261,-1.7
isogroup6262,-0.2
isogroup6263,8.7
isogroup6264,0
isogroup6265,2.4
isogroup6266,-1.2
isogroup6267,-0.1
isogroup6268,2.1
isogroup6269,1.6
isogroup627,0.8
isogroup6270,0.6
isogroup6271,-0.2
isogroup6272,0
isogroup6273,0.5
isogroup6274,1.2
isogroup6275,2.5
isogroup6276,-0.5
isogroup6277,-9
isogroup6278,-10
isogroup6279,2.4
isogroup628,0.9
isogroup6280,-0.3
isogroup6281,0.4
isogroup6282,2.6
isogroup6283,-6.3
isogroup6284,-3.5
isogroup6285,-0.3
isogroup6286,-0.2
isogroup6287,1.1
isogroup6288,0.3
isogroup6289,2.3
isogroup629,4.5
isogroup6290,2.1
isogroup6291,-0.6
isogroup6292,3.6
isogroup6293,-1
isogroup6294,-0.3
isogroup6295,-6.8
isogroup6296,1.3
isogroup6297,2.2
isogroup6298,0.3
isogroup6299,1.5
isogroup63,-0.3
isogroup630,0.4
isogroup6300,0.4
isogroup6301,0.8
isogroup6302,-6.8
isogroup6303,-0.3
isogroup6304,1.3
isogroup6305,0.1
isogroup6306,0.4
isogroup6307,0.7
isogroup6308,-10
isogroup6309,0.3
isogroup631,1.2
isogroup6310,0
isogroup6311,-0.1
isogroup6312,-2
isogroup6313,0.7
isogroup6314,0.5
isogroup6315,0.8
isogroup6316,-0.3
isogroup6317,0.6
isogroup6318,-0.3
isogroup6319,2
isogroup632,1.2
isogroup6320,-0.4
isogroup6321,-0.9
isogroup6322,-1.6
isogroup6323,0.8
isogroup6324,1.6
isogroup6325,4.4
isogroup6326,-1.8
isogroup6327,1.2
isogroup6328,0.3
isogroup6329,0.5
isogroup633,0.9
isogroup6330,4
isogroup6331,-0.1
isogroup6332,-0.1
isogroup6333,-7.7
isogroup6334,0
isogroup6335,0.7
isogroup6336,0
isogroup6337,1.3
isogroup6338,-0.2
isogroup6339,0.1
isogroup634,0.7
isogroup6340,-0.3
isogroup6342,-0.5
isogroup6343,0.8
isogroup6344,2.3
isogroup6345,-1.7
isogroup6346,-1.2
isogroup6347,0.2
isogroup6348,-1.9
isogroup6349,0.3
isogroup635,5.3
isogroup6350,1.2
isogroup6351,1.4
isogroup6352,0.9
isogroup6353,0.6
isogroup6354,0.4
isogroup6355,0.2
isogroup6356,0.2
isogroup6357,-0.1
isogroup6358,-5.4
isogroup6359,-1.4
isogroup636,3.2
isogroup6360,-0.3
isogroup6361,0.4
isogroup6362,0.2
isogroup6363,0.6
isogroup6364,-0.2
isogroup6365,1.6
isogroup6366,-0.6
isogroup6367,0.4
isogroup6368,2.3
isogroup6369,0.7
isogroup637,3.1
isogroup6370,1.4
isogroup6371,1.1
isogroup6372,-1.2
isogroup6373,3.8
isogroup6374,0
isogroup6375,0.2
isogroup6376,1.7
isogroup6377,0
isogroup6378,-0.4
isogroup638,-0.2
isogroup6380,0.4
isogroup6382,0.4
isogroup6383,-0.9
isogroup6384,0.2
isogroup6385,0.1
isogroup6386,3.9
isogroup6387,0
isogroup6388,1.2
isogroup6389,-2.2
isogroup639,0.8
isogroup6390,1.5
isogroup6391,-0.5
isogroup6393,0.5
isogroup6394,0.1
isogroup6395,-0.3
isogroup6396,-0.8
isogroup6397,2.1
isogroup6398,0.4
isogroup6399,-1.6
isogroup64,-0.2
isogroup640,-1.3
isogroup6400,-0.5
isogroup6401,0.3
isogroup6402,1.1
isogroup6403,1.5
isogroup6404,0.5
isogroup6405,0
isogroup6406,-0.5
isogroup6408,-2.1
isogroup6409,1.3
isogroup641,0.8
isogroup6410,0
isogroup6411,-0.6
isogroup6413,-0.5
isogroup6414,1.6
isogroup6415,1.2
isogroup6416,-0.5
isogroup6417,-0.1
isogroup6418,0.8
isogroup6419,2.6
isogroup642,0.7
isogroup6420,0.4
isogroup6420.1,0.2
isogroup6421,1.6
isogroup6422,-0.1
isogroup6423,-0.2
isogroup6424,0.8
isogroup6425,-0.4
isogroup6426,-0.6
isogroup6427,0.3
isogroup6428,0.7
isogroup6429,1
isogroup643,0.6
isogroup6430,-0.1
isogroup6431,-0.1
isogroup6432,0
isogroup6432.1,-0.4
isogroup6433,-0.1
isogroup6434,1.1
isogroup6435,-0.8
isogroup6436,-0.8
isogroup6437,-0.5
isogroup6438,0.3
isogroup6439,0.1
isogroup644,2.5
isogroup6440,2.3
isogroup6441,3.3
isogroup6442,0.9
isogroup6443,0.4
isogroup6444,3.3
isogroup6445,-0.5
isogroup6446,-0.5
isogroup6447,4.9
isogroup6448,1.6
isogroup6449,4.2
isogroup645,-0.8
isogroup6450,0.7
isogroup6451,0.6
isogroup6452,-8.3
isogroup6453,1.7
isogroup6454,0.3
isogroup6455,1.1
isogroup6456,0
isogroup6457,-3.1
isogroup6458,-0.5
isogroup6459,-2
isogroup646,-0.1
isogroup6460,0.6
isogroup6461,0.4
isogroup6462,0.3
isogroup6463,0.1
isogroup6464,-0.3
isogroup6465,0.6
isogroup6466,-5.5
isogroup6467,1.1
isogroup6468,-1.1
isogroup6469,0
isogroup647,0.1
isogroup647.1,-0.1
isogroup6470,1.2
isogroup6471,-0.1
isogroup6472,0.2
isogroup6473,0.1
isogroup6474,-1.7
isogroup6475,-1.1
isogroup6476,0.2
isogroup6477,-0.8
isogroup6478,0.4
isogroup6479,-0.2
isogroup648,2.5
isogroup6480,-0.5
isogroup6482,0.7
isogroup6483,0
isogroup6484,0
isogroup6485,-1.1
isogroup6486,-7.8
isogroup6487,0.8
isogroup6488,-0.9
isogroup6489,0
isogroup649,-0.2
isogroup6490,-0.1
isogroup6491,0.2
isogroup6492,-0.2
isogroup6493,-2
isogroup6494,0
isogroup6495,-2.5
isogroup6496,-0.2
isogroup6497,-0.4
isogroup6498,0.1
isogroup6499,0.2
isogroup65,0
isogroup650,4.4
isogroup6500,0.9
isogroup6501,-0.7
isogroup6502,0.8
isogroup6503,3
isogroup6505,0.5
isogroup6506,1.4
isogroup6507,0.2
isogroup6508,-0.1
isogroup6509,0.4
isogroup651,2.3
isogroup6510,-1.6
isogroup6511,2.9
isogroup6512,0.2
isogroup6513,1.1
isogroup6514,0.1
isogroup6515,-0.2
isogroup6516,-0.3
isogroup6517,-1.2
isogroup6518,0.5
isogroup6519,0.3
isogroup652,2.1
isogroup6520,0.2
isogroup6521,0
isogroup6523,0
isogroup6524,0.4
isogroup6525,0.9
isogroup6526,2.3
isogroup6528,0.8
isogroup6529,-0.3
isogroup6530,0.4
isogroup6531,-0.3
isogroup6532,1.1
isogroup6533,1.2
isogroup6534,-4.9
isogroup6535,-0.2
isogroup6536,-6.2
isogroup6537,-1.1
isogroup6538,-0.9
isogroup6539,0.8
isogroup654,3.2
isogroup6540,-0.5
isogroup6541,0.1
isogroup6542,-1.4
isogroup6543,0.7
isogroup6544,-0.2
isogroup6546,0.5
isogroup6547,-0.1
isogroup6548,-0.7
isogroup6549,0.3
isogroup655,0
isogroup6550,1.1
isogroup6551,1.2
isogroup6552,0.2
isogroup6553,-2.8
isogroup6554,5.1
isogroup6555,0.5
isogroup6556,0.2
isogroup6557,1.4
isogroup6558,-0.2
isogroup6559,-4.2
isogroup656,2.3
isogroup6560,-0.5
isogroup6561,0.1
isogroup6562,-0.2
isogroup6563,-0.4
isogroup6565,0.2
isogroup6566,-0.6
isogroup6567,-0.1
isogroup6568,0
isogroup6569,-2.7
isogroup657,4.3
isogroup6570,-0.2
isogroup6571,0.1
isogroup6572,3.2
isogroup6573,0.6
isogroup6574,0.9
isogroup6575,-2.8
isogroup6576,0.5
isogroup6577,-2
isogroup6578,-0.1
isogroup6579,0.2
isogroup658,-3.1
isogroup6580,0.1
isogroup6581,-3.9
isogroup6582,-2
isogroup6583,-0.9
isogroup6584,-0.7
isogroup6585,0.7
isogroup6586,-0.8
isogroup6587,-3.6
isogroup6588,1.2
isogroup6589,-6
isogroup659,3.2
isogroup6590,-2.2
isogroup6591,-0.3
isogroup6592,-10
isogroup6593,0.8
isogroup6594,0
isogroup6595,1.5
isogroup6596,-0.4
isogroup6597,-1.4
isogroup6598,5.8
isogroup6599,-0.3
isogroup66,4
isogroup660,2.9
isogroup6600,-2.6
isogroup6601,-3.7
isogroup6602,0.4
isogroup6603,1.2
isogroup6605,0.4
isogroup6606,0.3
isogroup6607,-0.8
isogroup6608,1
isogroup6609,0.1
isogroup661,0.3
isogroup6610,2
isogroup6611,0.4
isogroup6612,-1.4
isogroup6613,0.1
isogroup6614,-0.9
isogroup6615,0.3
isogroup6616,4.9
isogroup6617,-1.3
isogroup6618,0.1
isogroup6619,0.9
isogroup662,0.1
isogroup6620,0.1
isogroup6622,1.9
isogroup6623,0.6
isogroup6624,0.5
isogroup6625,-0.3
isogroup6626,0.3
isogroup6627,0.5
isogroup6628,-0.3
isogroup6628.1,-2.9
isogroup6629,1.8
isogroup663,0.4
isogroup6630,-0.2
isogroup6631,0.7
isogroup6632,0.1
isogroup6633,-0.1
isogroup6634,0
isogroup6634.1,0
isogroup6635,-0.1
isogroup6637,-1.2
isogroup6638,0.9
isogroup6639,0
isogroup664,-0.3
isogroup6640,-2.7
isogroup6641,0.4
isogroup6642,-2.8
isogroup6643,0.6
isogroup6644,-0.9
isogroup6645,-1.8
isogroup6646,-7.4
isogroup6647,2.8
isogroup6648,-2
isogroup6649,0.1
isogroup665,5
isogroup6650,0.6
isogroup6651,-4.7
isogroup6652,1.2
isogroup6652.1,-4
isogroup6653,-1
isogroup6654,0
isogroup6655,-2.9
isogroup6656,0.4
isogroup6657,-1.3
isogroup6658,-0.1
isogroup6659,0.9
isogroup666,1.2
isogroup6661,-0.1
isogroup6662,-10
isogroup6663,0.5
isogroup6664,5.4
isogroup6665,-0.8
isogroup6666,0.2
isogroup6667,-0.1
isogroup6668,8.8
isogroup6669,0
isogroup667,0.6
isogroup6670,-1.7
isogroup6671,0.1
isogroup6672,0.9
isogroup6673,-5.2
isogroup6674,-9.1
isogroup6675,-1
isogroup6676,-0.8
isogroup6677,-0.1
isogroup6678,0.5
isogroup6679,-1.3
isogroup668,2.7
isogroup6680,0
isogroup6681,-0.1
isogroup6682,0.4
isogroup6683,-0.7
isogroup6684,0.2
isogroup6685,0.3
isogroup6686,-1.8
isogroup6687,1.9
isogroup6688,2.4
isogroup6689,1.3
isogroup669,0.1
isogroup6690,1.1
isogroup6691,0.6
isogroup6692,0.2
isogroup6693,1
isogroup6694,0.5
isogroup6695,0.1
isogroup6696,3.5
isogroup6697,1.7
isogroup6698,-1
isogroup6699,0.1
isogroup67,3.9
isogroup670,0.1
isogroup6700,-0.1
isogroup6701,0.5
isogroup6702,-1.2
isogroup6703,-0.2
isogroup6704,0.2
isogroup6705,0.3
isogroup6706,1.2
isogroup6707,0.3
isogroup6708,0.6
isogroup6709,0.3
isogroup671,0
isogroup6710,1.4
isogroup6710.1,-0.2
isogroup6711,0.8
isogroup6713,1.1
isogroup6714,-1.9
isogroup6715,0.1
