gene,lp
isogroup36179,0.52
isogroup3618,-0.52
isogroup36181,-0.98
isogroup36183,-0.33
isogroup36184,0.07
isogroup36185,-0.16
isogroup36186,-0.07
isogroup36187,0.88
isogroup36188,0.35
isogroup36189,-0.87
isogroup3619,-0.54
isogroup36190,0.26
isogroup36191,0.78
isogroup36192,-0.93
isogroup36193,0.24
isogroup36194,-0.27
isogroup36195,-0.49
isogroup36196,-0.62
isogroup36197,-0.86
isogroup36198,-0.29
isogroup36199,0.05
isogroup362,-0.68
isogroup3620,0.22
isogroup36200,0.02
isogroup36201,0.02
isogroup36202,0.1
isogroup36203,-0.28
isogroup36204,0.35
isogroup36205,0.05
isogroup36206,-0.51
isogroup36207,-0.87
isogroup36208,-0.33
isogroup36209,0.12
isogroup3621,0.2
isogroup36210,-0.4
isogroup36211,-0.02
isogroup36212,0.69
isogroup36213,-0.96
isogroup36214,-1.57
isogroup36215,1.72
isogroup36216,-0.24
isogroup36217,-0.54
isogroup36218,-0.14
isogroup36219,-1.21
isogroup3622,-0.12
isogroup36220,-0.14
isogroup36221,-0.51
isogroup36222,2.46
isogroup36223,0.32
isogroup36224,-0.26
isogroup36225,-0.19
isogroup36227,0.23
isogroup36228,-0.15
isogroup36229,-0.92
isogroup3623,-0.16
isogroup36230,0.14
isogroup36232,0.12
isogroup36234,-0.22
isogroup36235,-0.1
isogroup36236,-0.62
isogroup36237,-0.37
isogroup36238,0.64
isogroup36239,0.04
isogroup3624,-0.41
isogroup36240,-0.41
isogroup36241,-0.04
isogroup36242,-0.27
isogroup36243,0.01
isogroup36244,0.06
isogroup36245,0.59
isogroup36246,0.23
isogroup36247,-0.16
isogroup36248,0.28
isogroup36249,-0.13
isogroup3625,-1.25
isogroup36250,-0.18
isogroup36251,-0.04
isogroup36252,0.11
isogroup36253,0.16
isogroup36254,-0.28
isogroup36255,-0.29
isogroup36256,-0.42
isogroup36257,-0.13
isogroup36258,0
isogroup36259,0.67
isogroup3626,0.08
isogroup36260,-4.77
isogroup36261,-0.11
isogroup36262,0.14
isogroup36263,0
isogroup36264,-0.13
isogroup36265,0.08
isogroup36267,0.82
isogroup36269,0.57
isogroup3627,-0.8
isogroup36270,-0.74
isogroup36271,-0.42
isogroup36272,0.76
isogroup36273,-0.14
isogroup36274,0.11
isogroup36275,3.02
isogroup36276,-0.22
isogroup36277,-0.22
isogroup36278,-0.03
isogroup36279,-0.32
isogroup3628,0.04
isogroup36281,-0.77
isogroup36282,0.31
isogroup36283,0.11
isogroup36284,-0.36
isogroup36285,-0.48
isogroup36286,-0.55
isogroup36287,0.4
isogroup36289,0.13
isogroup3629,-0.29
isogroup36290,0.4
isogroup36291,-0.22
isogroup36292,0.17
isogroup36293,-0.87
isogroup36294,-0.96
isogroup36295,1.23
isogroup36298,-0.15
isogroup36299,0
isogroup363,-0.12
isogroup3630,-0.28
isogroup36300,-0.62
isogroup36301,-0.09
isogroup36302,-1.39
isogroup36303,0
isogroup36304,-0.1
isogroup36305,-0.26
isogroup36306,0.39
isogroup36307,0.2
isogroup36308,-0.7
isogroup36309,-1.56
isogroup3631,-3.06
isogroup36310,0.7
isogroup36311,-0.14
isogroup36312,0.17
isogroup36313,-0.44
isogroup36314,1.25
isogroup36315,0.11
isogroup36316,0.07
isogroup36317,0
isogroup36318,0.48
isogroup36319,0.03
isogroup3632,3.58
isogroup36320,-0.87
isogroup36321,0.43
isogroup36322,-0.36
isogroup36324,-0.05
isogroup36325,0.38
isogroup36326,1.2
isogroup36327,-1.78
isogroup36328,2.38
isogroup36329,1.17
isogroup3633,-0.06
isogroup36330,0.42
isogroup36331,-0.75
isogroup36332,0.21
isogroup36333,0.09
isogroup36334,-0.03
isogroup36335,-1.22
isogroup36336,-0.16
isogroup36337,-0.11
isogroup36338,0.7
isogroup36339,-0.01
isogroup3634,0.31
isogroup36340,0.24
isogroup36341,0.8
isogroup36342,0.32
isogroup36343,0.68
isogroup36344,-0.31
isogroup36345,-0.65
isogroup36346,0.24
isogroup36347,-0.84
isogroup36348,-1.62
isogroup36349,0.42
isogroup3635,-1.05
isogroup36350,-0.47
isogroup36351,2.44
isogroup36352,-0.54
isogroup36353,0.78
isogroup36354,-0.16
isogroup36355,-0.36
isogroup36356,-0.61
isogroup36357,0.75
isogroup36358,0.69
isogroup36359,-0.44
isogroup3636,-0.2
isogroup36360,0.23
isogroup36362,0.7
isogroup36364,-0.37
isogroup36365,1.92
isogroup36366,-0.93
isogroup36367,-0.22
isogroup36368,1.51
isogroup36369,1.86
isogroup3637,-0.16
isogroup36370,-0.14
isogroup36371,0.96
isogroup36372,0.54
isogroup36373,2.16
isogroup36374,0.48
isogroup36375,-0.02
isogroup36376,-0.41
isogroup36377,-1.94
isogroup36379,0.35
isogroup3638,-0.21
isogroup36380,-0.02
isogroup36381,0.03
isogroup36382,0.95
isogroup36383,-0.33
isogroup36384,0.55
isogroup36385,1.87
isogroup36386,-0.36
isogroup36387,0.6
isogroup36388,-1.37
isogroup36389,0.29
isogroup3639,1.39
isogroup36390,-0.15
isogroup36391,-0.47
isogroup36392,0.23
isogroup36394,0.33
isogroup36395,-0.31
isogroup36396,-0.47
isogroup36397,1
isogroup36399,0.29
isogroup364,-0.46
isogroup3640,1.53
isogroup36400,-0.91
isogroup36401,-0.54
isogroup36402,-0.04
isogroup36403,-0.63
isogroup36404,-0.39
isogroup36405,-2.88
isogroup36406,0.67
isogroup36407,-0.28
isogroup36408,1.57
isogroup36409,-1.74
isogroup3641.1,0.08
isogroup36410,0.47
isogroup36411,0.15
isogroup36412,0.23
isogroup36413,0.17
isogroup36414,1.09
isogroup36415,-0.63
isogroup36416,2.9
isogroup36418,-0.04
isogroup3642,1.03
isogroup36420,-0.51
isogroup36421,0.24
isogroup36422,0.25
isogroup36423,0.08
isogroup36424,-0.39
isogroup36425,-1.65
isogroup36427,-0.86
isogroup36428,-0.11
isogroup36429,-0.27
isogroup3643,0.07
isogroup36430,-0.02
isogroup36431,-0.69
isogroup36432,-0.61
isogroup36433,-0.05
isogroup36434,-0.19
isogroup36435,0.16
isogroup36436,-0.4
isogroup36438,0.54
isogroup36439,3.65
isogroup3644,-0.25
isogroup36441,0.03
isogroup36442,-0.03
isogroup36443,-0.35
isogroup36444,0.09
isogroup36445,0.7
isogroup36446,1.27
isogroup36447,0.08
isogroup36448,-0.1
isogroup36449,-0.09
isogroup3645,0.08
isogroup36450,-0.14
isogroup36451,0.91
isogroup36452,-0.22
isogroup36453,0.01
isogroup36454,-0.2
isogroup36456,-2.93
isogroup36457,0.05
isogroup36458,0.55
isogroup36459,-0.22
isogroup3646,1.03
isogroup36460,-0.03
isogroup36461,0.13
isogroup36462,-0.14
isogroup36463,0.09
isogroup36464,-0.46
isogroup36465,-0.72
isogroup36466,-0.37
isogroup36467,0.7
isogroup36468,1.42
isogroup36469,0.56
isogroup3647,-0.24
isogroup36471,-0.29
isogroup36472,-0.22
isogroup36473,0.15
isogroup36474,-0.89
isogroup36475,-0.17
isogroup36476,0.08
isogroup36477,0
isogroup36478,-0.66
isogroup36479,1.18
isogroup3648,-1.1
isogroup36480,-0.82
isogroup36481,-0.56
isogroup36482,-0.19
isogroup36483,0.1
isogroup36484,0.15
isogroup36485,0.49
isogroup36486,-8.23
isogroup36489,-0.16
isogroup3649,-1.34
isogroup36490,0.45
isogroup36491,0.17
isogroup36492,0.56
isogroup36493,0.02
isogroup36494,-0.38
isogroup36495,-1.52
isogroup36496,-0.52
isogroup36497,-0.35
isogroup36498,-0.64
isogroup36499,0.15
isogroup365,0.35
isogroup3650,-1.76
isogroup36500,0.57
isogroup36501,0.68
isogroup36502,-0.28
isogroup36503,-0.02
isogroup36504,1.59
isogroup36505,1.04
isogroup36506,0.05
isogroup36507,-2.08
isogroup36508,0.82
isogroup36509,0.02
isogroup3651,-1.46
isogroup36510,-0.36
isogroup36511,0.09
isogroup36512,0.87
isogroup36513,-0.28
isogroup36514,-0.52
isogroup36515,0.54
isogroup36516,0
isogroup36517,-0.81
isogroup36518,-0.44
isogroup36519,-0.01
isogroup3652,-0.55
isogroup36521,0.64
isogroup36522,-0.37
isogroup36523,-0.91
isogroup36524,-0.17
isogroup36525,-2.16
isogroup36527,-0.19
isogroup36528,0.01
isogroup36529,0.02
isogroup3653,-0.04
isogroup36530,0.06
isogroup36532,0
isogroup36533,-0.05
isogroup36534,-0.14
isogroup36535,-0.12
isogroup36536,0.47
isogroup36537,0.15
isogroup36538,0.28
isogroup36539,1.94
isogroup3654,0.14
isogroup36540,-0.26
isogroup36541,0.39
isogroup36542,-0.19
isogroup36543,-0.5
isogroup36544,0.23
isogroup36545,-0.44
isogroup36546,-0.91
isogroup36547,-0.22
isogroup36548,1.33
isogroup36549,-0.56
isogroup3655,-0.11
isogroup36550,-0.4
isogroup36551,-0.27
isogroup36552,1.05
isogroup36553,-0.7
isogroup36554,-0.61
isogroup36555,0.18
isogroup36556,-1.02
isogroup36558,-0.55
isogroup3656,0.31
isogroup36561,-0.43
isogroup36562,-0.67
isogroup36563,0.11
isogroup36564,-0.91
isogroup36565,-0.58
isogroup36566,1.19
isogroup36567,0.99
isogroup3657,-0.52
isogroup36570,0.06
isogroup36572,-0.7
isogroup36574,0.05
isogroup36575,0.73
isogroup36576,-0.22
isogroup36578,0.39
isogroup36579,0.24
isogroup3658,-0.19
isogroup36580,-0.43
isogroup36581,-1.37
isogroup36582,1.97
isogroup36583,0
isogroup36584,0.97
isogroup36585,-0.61
isogroup36586,-0.18
isogroup36587,-0.15
isogroup36588,-0.12
isogroup36589,0.15
isogroup3659,0.66
isogroup36590,-0.38
isogroup36592,0.67
isogroup36593,-0.31
isogroup36594,0.18
isogroup36595,-0.24
isogroup36596,0.41
isogroup36597,0.39
isogroup36598,3.29
isogroup36599,0.81
isogroup366,-0.62
isogroup3660,0.65
isogroup36600,-0.72
isogroup36601,-0.42
isogroup36602,0.14
isogroup36603,-0.27
isogroup36604,0.64
isogroup36605,-0.07
isogroup36606,0
isogroup36607,-1.15
isogroup36608,-0.41
isogroup36609,-0.39
isogroup3661,0.99
isogroup36610,0.28
isogroup36611,1.43
isogroup36612,-0.24
isogroup36613,1.14
isogroup36614,-0.38
isogroup36615,0.16
isogroup36616,2.9
isogroup36617,1.12
isogroup36618,0.01
isogroup36619,0.07
isogroup3662,0.31
isogroup36620,-0.77
isogroup36621,2.63
isogroup36622,-0.16
isogroup36623,-0.1
isogroup36624,-2.69
isogroup36625,0.73
isogroup36626,0.46
isogroup36628,0.24
isogroup36629,0.32
isogroup3663,-1.04
isogroup36630,-2.59
isogroup36631,-0.2
isogroup36632,-0.37
isogroup36633,0.48
isogroup36634,0.21
isogroup36635,-0.63
isogroup36636,-0.27
isogroup36638,-0.59
isogroup36639,-1.07
isogroup3664,-0.26
isogroup36640,0.23
isogroup36641,-0.17
isogroup36642,-0.03
isogroup36643,0.44
isogroup36646,0.09
isogroup36647,-2.12
isogroup36648,-0.15
isogroup36649,-0.71
isogroup3665,0.2
isogroup36650,-0.04
isogroup36651,-0.08
isogroup36652,0.14
isogroup36653,-0.04
isogroup36657,-0.43
isogroup36658,0.19
isogroup36659,0.04
isogroup3666,-1.47
isogroup36660,-0.36
isogroup36661,1.33
isogroup36662,0.35
isogroup36664,0.62
isogroup36665,0.11
isogroup36666,-0.28
isogroup36667,-0.84
isogroup36668,0.81
isogroup36669,0.63
isogroup3667,0.23
isogroup36670,-1.61
isogroup36672,1.08
isogroup36673,0.4
isogroup36674,0.19
isogroup36676,0.98
isogroup36677,-0.01
isogroup36678,0.12
isogroup36679,0.16
isogroup3668,0.07
isogroup36680,-0.7
isogroup36681,0.11
isogroup36682,0.58
isogroup36683,1.11
isogroup36686,2.73
isogroup36687,-2
isogroup36688,0.63
isogroup36689,-0.69
isogroup3669,-1.04
isogroup36690,-0.03
isogroup36692,0.08
isogroup36693,-0.1
isogroup36694,-0.04
isogroup36696,2.14
isogroup36698,0.19
isogroup36699,2.24
isogroup367,-0.34
isogroup3670,-0.93
isogroup36700,-0.84
isogroup36701,-1.65
isogroup36702,-0.02
isogroup36705,-0.54
isogroup36706,0.07
isogroup36707,0.55
isogroup36708,0.01
isogroup36709,0.38
isogroup3671,0.01
isogroup36710,-0.33
isogroup36712,-0.84
isogroup36713,-0.22
isogroup36714,-0.43
isogroup36715,0.28
isogroup36716,0.1
isogroup36718,0.49
isogroup36719,-1.52
isogroup3672,2.97
isogroup36720,0.37
isogroup36721,0.09
isogroup36722,-0.84
isogroup36723,-0.3
isogroup36724,0.62
isogroup36725,0.11
isogroup36726,0.99
isogroup36729,-1.09
isogroup3673,-0.02
isogroup36730,-1.11
isogroup36731,0.11
isogroup36732,-0.14
isogroup36733,1.41
isogroup36734,0.21
isogroup36735,-1.22
isogroup36736,-1.21
isogroup36737,0.59
isogroup36738,-1.55
isogroup36739,0.22
isogroup3674,-1.66
isogroup36740,0
isogroup36741,-0.42
isogroup36742,-0.02
isogroup36743,-0.22
isogroup36744,8.83
isogroup36745,0.27
isogroup36746,-0.5
isogroup36748,-1.43
isogroup36749,-0.3
isogroup3675,0.95
isogroup36750,0.08
isogroup36752,-1.2
isogroup36753,0.19
isogroup36754,-0.35
isogroup36755,-0.18
isogroup36756,0.13
isogroup36757,-0.9
isogroup36758,-0.23
isogroup36759,0.91
isogroup3676,0.22
isogroup36760,0.18
isogroup36761,-0.81
isogroup36762,-2.15
isogroup36763,-0.27
isogroup36764,0.64
isogroup36765,-0.23
isogroup36767,-0.65
isogroup36768,-1.59
isogroup36769,0.02
isogroup3677,-0.73
isogroup36770,0.44
isogroup36771,-0.06
isogroup36775,-0.69
isogroup36776,-0.22
isogroup36778,0.1
isogroup36779,-0.29
isogroup3678,-0.81
isogroup36780,-2.13
isogroup36781,0.04
isogroup36782,-0.05
isogroup36783,0.28
isogroup36784,1.19
isogroup36785,0.52
isogroup36786,-0.67
isogroup36787,-0.05
isogroup36788,-0.25
isogroup3679,-0.28
isogroup3679.2,0.09
isogroup36790,-0.2
isogroup36792,0.09
isogroup36794,0.43
isogroup36795,-0.04
isogroup36796,0.26
isogroup36797,0.04
isogroup36798,0.05
isogroup368,-0.89
isogroup3680,-0.26
isogroup36800,-1.28
isogroup36801,0.05
isogroup36802,-0.28
isogroup36803,0
isogroup36804,0.37
isogroup36805,0.16
isogroup36806,0.78
isogroup36807,-2.18
isogroup36809,-0.13
isogroup3681,-1.22
isogroup3681.1,-2.19
isogroup36810,-0.02
isogroup36811,-0.75
isogroup36812,-0.02
isogroup36813,-0.02
isogroup36814,1.69
isogroup36815,-0.62
isogroup36818,5.3
isogroup36819,2.79
isogroup3682,0.42
isogroup36821,0.65
isogroup36822,0.07
isogroup36823,-0.1
isogroup36824,-1.39
isogroup36825,-0.35
isogroup36826,1.74
isogroup36827,0.53
isogroup36828,0.32
isogroup36829,-4.97
isogroup3683,-0.34
isogroup36830,-0.49
isogroup36831,1.18
isogroup36832,-0.55
isogroup36833,-0.51
isogroup36834,0.23
isogroup36836,-0.2
isogroup36837,0.45
isogroup36838,-0.36
isogroup36839,0.45
isogroup3684,-0.08
isogroup36840,-0.82
isogroup36841,-0.12
isogroup36842,0.3
isogroup36843,-0.21
isogroup36844,-0.54
isogroup36845,0.01
isogroup36846,-0.56
isogroup36847,-0.84
isogroup36848,-0.18
isogroup36849,-0.36
isogroup3685,-0.57
isogroup36850,-0.22
isogroup36852,0.03
isogroup36853,-3.79
isogroup36854,-0.63
isogroup36855,-1.39
isogroup36858,1.01
isogroup36859,-0.39
isogroup3686,-0.45
isogroup36860,0.32
isogroup36861,-0.16
isogroup36862,-0.26
isogroup36863,0.06
isogroup36864,-0.16
isogroup36865,0.54
isogroup36866,0.18
isogroup36867,-0.18
isogroup36868,-2.48
isogroup36869,-0.2
isogroup3687,1.32
isogroup36870,-0.2
isogroup36871,-0.14
isogroup36873,0.22
isogroup36874,0.18
isogroup36875,-1.13
isogroup36876,-0.14
isogroup36877,0.85
isogroup36878,-1.59
isogroup3688,0.15
isogroup36880,0.04
isogroup36881,0.28
isogroup36882,-0.18
isogroup36883,0.37
isogroup36884,-0.25
isogroup36885,0.22
isogroup36886,-1.06
isogroup36887,0.09
isogroup36888,-0.46
isogroup36889,-0.22
isogroup3689,-0.68
isogroup36891,-0.16
isogroup36892,-1.39
isogroup36893,-0.1
isogroup36894,-0.57
isogroup36895,3.01
isogroup36896,0
isogroup36897,-0.1
isogroup36899,-0.41
isogroup369,-1.57
isogroup3690,-0.43
isogroup36900,-0.04
isogroup36901,-0.61
isogroup36902,-0.25
isogroup36903,-0.18
isogroup36904,-0.02
isogroup36905,0.28
isogroup36906,-0.02
isogroup36908,0.07
isogroup3691,-0.45
isogroup36911,0.2
isogroup36912,-0.14
isogroup36913,0.1
isogroup36914,-0.34
isogroup36915,-1.71
isogroup36916,0.24
isogroup36917,0.21
isogroup36918,-0.2
isogroup3692,1.18
isogroup36920,-0.17
isogroup36921,-0.78
isogroup36922,-0.17
isogroup36923,0.04
isogroup36924,-0.25
isogroup36925,-2.31
isogroup36926,-0.69
isogroup36927,0.34
isogroup36928,-0.08
isogroup36929,-0.62
isogroup3693,-0.02
isogroup36930,0.76
isogroup36931,-2.11
isogroup36932,-0.02
isogroup36934,0.29
isogroup36935,-0.56
isogroup36936,1.08
isogroup36937,-0.32
isogroup36938,0.25
isogroup36939,-0.16
isogroup3694,0.25
isogroup36940,-0.04
isogroup36941,-0.91
isogroup36942,0.13
isogroup36943,-0.2
isogroup36944,-0.72
isogroup36945,1.19
isogroup36946,0.55
isogroup36947,-0.82
isogroup36948,-0.39
isogroup36949,0.01
isogroup3695,-0.52
isogroup36950,-0.08
isogroup36951,-0.29
isogroup36952,-0.08
isogroup36953,0.02
isogroup36954,1.53
isogroup36955,0.01
isogroup36956,0.59
isogroup36957,-0.8
isogroup36958,0.69
isogroup36959,-1.28
isogroup3696,0.24
isogroup36960,-0.22
isogroup36961,-0.48
isogroup36962,0.3
isogroup36964,-0.63
isogroup36966,0.22
isogroup36967,-0.17
isogroup36968,0.09
isogroup36969,-0.02
isogroup3697,0.1
isogroup36970,-0.07
isogroup36971,0.84
isogroup36973,0.1
isogroup36974,-0.36
isogroup36975,-0.83
isogroup36976,-1.79
isogroup36977,-1.88
isogroup36978,-0.25
isogroup36979,-2.98
isogroup3698,0.09
isogroup36981,-0.19
isogroup36983,-0.03
isogroup36984,3.97
isogroup36985,0.16
isogroup36986,-0.13
isogroup36987,0.25
isogroup36988,0.09
isogroup36989,0.02
isogroup3699,0.11
isogroup36990,-1.27
isogroup36991,-0.91
isogroup36992,-0.71
isogroup36993,1.27
isogroup36994,0.07
isogroup36995,-0.18
isogroup36996,-0.5
isogroup36997,-1.18
isogroup36999,0.4
isogroup37,0.48
isogroup370,-0.74
isogroup3700,-2.82
isogroup37000,0.26
isogroup37002,-0.77
isogroup37003,-0.29
isogroup37004,-0.88
isogroup37005,-4.59
isogroup37006,0.15
isogroup37007,-0.22
isogroup37008,-0.02
isogroup37009,-0.26
isogroup3701,0.22
isogroup37010,0.81
isogroup37011,-0.1
isogroup37012,0.03
isogroup37013,0.57
isogroup37014,-0.74
isogroup37015,0.32
isogroup37016,-2.3
isogroup37017,-0.37
isogroup37018,-0.27
isogroup3702,0.17
isogroup37020,0.01
isogroup37021,0.15
isogroup37022,-0.02
isogroup37023,0.24
isogroup37024,0.99
isogroup37025,-0.01
isogroup37028,-1.05
isogroup37029,1.31
isogroup3703,0.98
isogroup37030,0.74
isogroup37031,1.01
isogroup37032,1.55
isogroup37033,0.27
isogroup37034,0.43
isogroup37035,1.19
isogroup37036,0.59
isogroup37037,-0.8
isogroup37038,0.28
isogroup37039,0.31
isogroup3704,-1.12
isogroup37040,0.78
isogroup37041,1.65
isogroup37042,-0.48
isogroup37043,0.64
isogroup37044,-0.34
isogroup37045,-0.51
isogroup37046,-0.35
isogroup37047,0.28
isogroup37048,-0.19
isogroup37049,-1.01
isogroup3705,-0.35
isogroup37050,-0.28
isogroup37051,0.02
isogroup37052,0.42
isogroup37053,-0.14
isogroup37054,-0.04
isogroup37056,0.02
isogroup37057,0.66
isogroup37058,0.41
isogroup37059,0.16
isogroup3706,-0.3
isogroup37060,-0.05
isogroup37061,-0.4
isogroup37062,0.78
isogroup37064,-0.46
isogroup37065,0.28
isogroup37066,-0.58
isogroup37067,-0.09
isogroup37068,-0.65
isogroup37069,1.19
isogroup3707,-0.42
isogroup37070,-0.13
isogroup37072,-0.24
isogroup37073,0.35
isogroup37074,-0.62
isogroup37076,-0.05
isogroup37077,-2.07
isogroup37078,0.37
isogroup37079,6
isogroup3708,-0.33
isogroup37080,0.36
isogroup37083,-0.02
isogroup37084,-0.84
isogroup37085,-0.25
isogroup37086,0.1
isogroup37087,-0.32
isogroup37088,0.54
isogroup37089,1.03
isogroup3709,0.46
isogroup37091,-1.92
isogroup37092,0.21
isogroup37093,-0.03
isogroup37094,0.65
isogroup37095,-0.03
isogroup37096,0.44
isogroup37097,0.34
isogroup37098,0.07
isogroup37099,0.03
isogroup371,1.48
isogroup3710,0.24
isogroup37100,0.15
isogroup37101,0.41
isogroup37102,-0.12
isogroup37104,-0.71
isogroup37106,-0.08
isogroup37107,-0.8
isogroup37108,0.01
isogroup37109,0.02
isogroup3711,-0.66
isogroup37110,0.03
isogroup37111,-0.11
isogroup37112,-0.04
isogroup37113,-1.7
isogroup37114,-0.64
isogroup37115,-0.56
isogroup37116,-0.27
isogroup37117,0.04
isogroup37118,-0.18
isogroup37119,-0.75
isogroup3712,0.13
isogroup37120,-0.46
isogroup37122,0.28
isogroup37123,-1.8
isogroup37124,-0.77
isogroup37125,0.7
isogroup37126,1.16
isogroup37127,0.12
isogroup37128,-0.23
isogroup37129,-0.04
isogroup3713,1.28
isogroup37130,0.74
isogroup37131,0.58
isogroup37133,0.74
isogroup37134,0.14
isogroup37135,0.19
isogroup37136,-0.56
isogroup37137,-0.08
isogroup37138,-0.91
isogroup37139,-0.35
isogroup3714,1.58
isogroup37140,-1
isogroup37141,-0.68
isogroup37142,-0.35
isogroup37143,0.25
isogroup37144,-0.45
isogroup37146,-0.07
isogroup37147,0.39
isogroup37148,0.09
isogroup3715,-0.19
isogroup37150,0.63
isogroup37151,-0.34
isogroup37152,-1.2
isogroup37155,-0.45
isogroup37156,0.01
isogroup37157,-0.16
isogroup37158,0.37
isogroup3716,0.18
isogroup37160,1.59
isogroup37161,0.12
isogroup37162,-0.47
isogroup37163,-0.21
isogroup37164,0.25
isogroup37165,-0.59
isogroup37167,0.04
isogroup37168,-0.36
isogroup37169,-0.16
isogroup3717,-0.02
isogroup37170,-0.16
isogroup37171,0.55
isogroup37172,0.3
isogroup37173,0.05
isogroup37174,1.17
isogroup37175,0.29
isogroup37176,1.42
isogroup37177,0.13
isogroup37178,0.69
isogroup37179,0.34
isogroup3718,0.08
isogroup37180,-0.44
isogroup37181,0.44
isogroup37182,0.16
isogroup37183,-0.02
isogroup37184,1.08
isogroup37185,0.42
isogroup37186,0.54
isogroup37187,-1.74
isogroup37188,0.64
isogroup37189,0.82
isogroup3719,0.42
isogroup37190,0.06
isogroup37191,-2.27
isogroup37192,1.44
isogroup37193,5.75
isogroup37194,0.1
isogroup37195,0.2
isogroup37196,0.65
isogroup37198,-0.01
isogroup37199,-0.3
isogroup372,0
isogroup3720,-1.02
isogroup37200,0.69
isogroup37202,0.1
isogroup37203,0.04
isogroup37206,-0.12
isogroup37207,1.42
isogroup37208,1.7
isogroup37209,-0.11
isogroup3721,0.14
isogroup37210,1.29
isogroup37211,-0.48
isogroup37212,-1.04
isogroup37213,-0.28
isogroup37214,0.11
isogroup37215,0.35
isogroup37217,-0.82
isogroup37218,-0.22
isogroup37219,0.62
isogroup3722,-1.06
isogroup37220,-0.6
isogroup37221,-0.26
isogroup37222,-3.04
isogroup37223,-0.51
isogroup37225,-0.26
isogroup37226,2
isogroup37227,0.24
isogroup37228,0.27
isogroup37229,0.33
isogroup3723,-0.31
isogroup37230,-0.91
isogroup37231,0.02
isogroup37232,0.7
isogroup37233,-0.28
isogroup37234,-0.11
isogroup37235,-0.46
isogroup37236,1.37
isogroup37238,-0.77
isogroup37239,-1
isogroup3724,0.08
isogroup37240,-0.46
isogroup37241,0.77
isogroup37242,-0.13
isogroup37243,-0.36
isogroup37244,0.71
isogroup37245,-0.12
isogroup37246,-1.1
isogroup37247,0.03
isogroup37248,-0.03
isogroup37249,-0.94
isogroup3725,-2.53
isogroup37250,-0.52
isogroup37251,0.23
isogroup37252,1.05
isogroup37253,0.2
isogroup37255,-1.73
isogroup37256,-1.36
isogroup37257,-0.2
isogroup37258,-0.15
isogroup37259,0.28
isogroup3726,-1.81
isogroup37260,-0.07
isogroup37261,-0.35
isogroup37262,1.25
isogroup37263,-0.96
isogroup37264,-0.08
isogroup37265,-0.35
isogroup37266,-0.19
isogroup37267,0.68
isogroup37268,-0.91
isogroup37269,0.29
isogroup3727,0.1
isogroup37271,0.21
isogroup37272,2.53
isogroup37273,-0.75
isogroup37275,-0.34
isogroup37276,-0.47
isogroup37277,0.09
isogroup37278,1.59
isogroup37279,-0.02
isogroup3728,0.47
isogroup37280,-0.11
isogroup37281,-0.13
isogroup37282,0.03
isogroup37283,0.08
isogroup37284,-0.18
isogroup37286,-0.49
isogroup37287,0.4
isogroup37288,0.37
isogroup37289,0.1
isogroup3729,0.18
isogroup37290,-0.35
isogroup37291,-0.84
isogroup37292,0.31
isogroup37293,0.95
